N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA_Y_GRUPO_DE_EDAD,AÑO,Población_Total,Hombres,Mujeres,Tasa_Total,Tasa_Hombres,Tasa_Mujeres,Brecha
2224,Municipio/TIOC,La Paz,Caranavi,Alto Beni,40 a 59 ,2001,1244,757,487,78.3762057877813,90.3566710700132,59.7535934291581,30.6030776408551
2224,Municipio/TIOC,La Paz,Caranavi,Alto Beni,40 a 59 ,2012,1855,1121,734,94.0161725067385,97.1454058876004,89.2370572207085,7.90834866689191
2224,Municipio/TIOC,La Paz,Caranavi,Alto Beni,40 a 59 ,2024,2153,1261,892,97.4918718067812,98.5725614591594,95.9641255605381,2.60843589862128
2225,Municipio/TIOC,La Paz,Caranavi,Alto Beni,60 o más ,2001,400,261,139,54.0,68.9655172413793,25.8992805755396,43.0662366658398
2225,Municipio/TIOC,La Paz,Caranavi,Alto Beni,60 o más ,2012,781,480,301,76.696542893726,89.5833333333333,56.1461794019934,33.43715393134
2225,Municipio/TIOC,La Paz,Caranavi,Alto Beni,60 o más ,2024,1098,671,427,82.0582877959927,91.50521609538,67.2131147540984,24.2921013412817
2231,Municipio/TIOC,La Paz,Caranavi,Alto Beni,Rural,2001,4813,2900,1913,88.1778516517764,93.6206896551724,79.9268165185573,13.6938731366152
2231,Municipio/TIOC,La Paz,Caranavi,Alto Beni,Rural,2012,7500,4316,3184,95.1866666666667,97.3354958294717,92.2738693467337,5.06162648273805
2231,Municipio/TIOC,La Paz,Caranavi,Alto Beni,Rural,2024,7573,4226,3347,95.9461243892777,97.6573592049219,93.785479533911,3.87187967101096
2232,Municipio/TIOC,La Paz,Caranavi,Alto Beni,15 a 24 ,2001,1529,900,629,98.0379332897319,98.7777777777778,96.9793322734499,1.79844550432784
2232,Municipio/TIOC,La Paz,Caranavi,Alto Beni,15 a 24 ,2012,2396,1329,1067,98.8313856427379,98.4951091045899,99.2502343017807,-0.755125197190779
2232,Municipio/TIOC,La Paz,Caranavi,Alto Beni,15 a 24 ,2024,1844,966,878,98.8611713665944,98.9648033126294,98.74715261959,0.217650693039431
2233,Municipio/TIOC,La Paz,Caranavi,Alto Beni,25 a 39 ,2001,1640,982,658,94.7560975609756,97.9633401221996,89.9696048632219,7.99373525897771
2233,Municipio/TIOC,La Paz,Caranavi,Alto Beni,25 a 39 ,2012,2468,1386,1082,98.3792544570503,99.0620490620491,97.5046210720887,1.55742798996033
2233,Municipio/TIOC,La Paz,Caranavi,Alto Beni,25 a 39 ,2024,2478,1328,1150,98.5875706214689,98.9457831325301,98.1739130434783,0.771870089051873
2234,Municipio/TIOC,La Paz,Caranavi,Alto Beni,40 a 59 ,2001,1244,757,487,78.3762057877813,90.3566710700132,59.7535934291581,30.6030776408551
2234,Municipio/TIOC,La Paz,Caranavi,Alto Beni,40 a 59 ,2012,1855,1121,734,94.0161725067385,97.1454058876004,89.2370572207085,7.90834866689191
2234,Municipio/TIOC,La Paz,Caranavi,Alto Beni,40 a 59 ,2024,2153,1261,892,97.4918718067812,98.5725614591594,95.9641255605381,2.60843589862128
2235,Municipio/TIOC,La Paz,Caranavi,Alto Beni,60 o más ,2001,400,261,139,54.0,68.9655172413793,25.8992805755396,43.0662366658398
2235,Municipio/TIOC,La Paz,Caranavi,Alto Beni,60 o más ,2012,781,480,301,76.696542893726,89.5833333333333,56.1461794019934,33.43715393134
2235,Municipio/TIOC,La Paz,Caranavi,Alto Beni,60 o más ,2024,1098,671,427,82.0582877959927,91.50521609538,67.2131147540984,24.2921013412817
2236,Departamento,Cochabamba,Caranavi,Alto Beni,Cochabamba,2001,896467,432374,464093,85.4700730757518,92.5830415334872,78.8432490901608,13.7397924433264
2236,Departamento,Cochabamba,Caranavi,Alto Beni,Cochabamba,2012,1200040,583641,616399,94.5466817772741,97.5654554769113,91.6883382354611,5.87711724145021
2236,Departamento,Cochabamba,Caranavi,Alto Beni,Cochabamba,2024,1463978,712201,751777,95.2473329517247,97.9604072445841,92.6770837628712,5.28332348171287
2237,Departamento,Cochabamba,Caranavi,Alto Beni,15 a 24 ,2001,298253,147967,150286,96.4362470788224,98.3847749836112,94.5177860878592,3.86698889575206
2237,Departamento,Cochabamba,Caranavi,Alto Beni,15 a 24 ,2012,373664,188433,185231,99.2983000770746,99.4751450117548,99.118398108308,0.356746903446833
2237,Departamento,Cochabamba,Caranavi,Alto Beni,15 a 24 ,2024,369647,185419,184228,99.5963716735155,99.579331136507,99.6135223744491,-0.0341912379420108
2238,Departamento,Cochabamba,Caranavi,Alto Beni,25 a 39 ,2001,277279,134546,142733,91.0472845040555,96.2615016425609,86.1321488373397,10.1293528052213
2238,Departamento,Cochabamba,Caranavi,Alto Beni,25 a 39 ,2012,373852,183417,190435,97.8010014658207,99.0377118805781,96.6098668837136,2.42784499686454
2238,Departamento,Cochabamba,Caranavi,Alto Beni,25 a 39 ,2024,473653,232636,241017,99.0100347722911,99.4257122715315,98.6088118265517,0.816900444979837
2239,Departamento,Cochabamba,Caranavi,Alto Beni,40 a 59 ,2001,213270,102654,110616,78.6721057814039,89.4655834161358,68.6555290373906,20.8100543787451
2239,Departamento,Cochabamba,Caranavi,Alto Beni,40 a 59 ,2012,294981,142344,152637,93.2948223783905,97.2657786770078,89.5916455381068,7.67413313890106
2239,Departamento,Cochabamba,Caranavi,Alto Beni,40 a 59 ,2024,393105,191210,201895,94.8713448060951,98.0225929606192,91.8868718888531,6.1357210717661
2240,Departamento,Cochabamba,Caranavi,Alto Beni,60 o más ,2001,107665,47207,60458,54.1940277713277,70.6929057131358,41.3113235634656,29.3815821496702
2240,Departamento,Cochabamba,Caranavi,Alto Beni,60 o más ,2012,157543,69447,88096,77.8980976622256,89.1096807637479,69.059889211769,20.0497915519789
2240,Departamento,Cochabamba,Caranavi,Alto Beni,60 o más ,2024,227573,102936,124637,81.00126113379,91.6171213181006,72.2337668589584,19.3833544591422
2241,Departamento,Cochabamba,Caranavi,Alto Beni,Urbana,2001,554676,258444,296232,93.3220474655475,97.7441921654208,89.4640011882579,8.2801909771629
2241,Departamento,Cochabamba,Caranavi,Alto Beni,Urbana,2012,833264,393751,439513,96.9686677931604,98.9909866895576,95.156912309761,3.83407437979659
2241,Departamento,Cochabamba,Caranavi,Alto Beni,Urbana,2024,1048652,495145,553507,97.2017409016528,99.0406850518535,95.5566957599452,3.48398929190829
2242,Departamento,Cochabamba,Caranavi,Alto Beni,15 a 24 ,2001,194611,93300,101311,98.2811865721876,99.3301178992497,97.3151977574005,2.01492014184926
2242,Departamento,Cochabamba,Caranavi,Alto Beni,15 a 24 ,2012,261172,127617,133555,99.579204508906,99.7045848123683,99.4593987495788,0.245186062789429
2242,Departamento,Cochabamba,Caranavi,Alto Beni,15 a 24 ,2024,266223,130985,135238,99.6514200501084,99.6175134557392,99.6842603410284,-0.0667468852892057
2243,Departamento,Cochabamba,Caranavi,Alto Beni,25 a 39 ,2001,174200,81517,92683,96.2330654420207,98.7843026607947,93.9891889559035,4.79511370489122
2243,Departamento,Cochabamba,Caranavi,Alto Beni,25 a 39 ,2012,270835,129552,141283,98.720623257703,99.4897801654934,98.0153309315346,1.47444923395881
2243,Departamento,Cochabamba,Caranavi,Alto Beni,25 a 39 ,2024,348012,165964,182048,99.3005988299254,99.5908751295462,99.0359685357708,0.554906593775371
2244,Departamento,Cochabamba,Caranavi,Alto Beni,40 a 59 ,2001,126216,58411,67805,90.900519743931,97.0211090376813,85.6279035469361,11.3932054907452
2244,Departamento,Cochabamba,Caranavi,Alto Beni,40 a 59 ,2012,198660,92581,106079,96.478908688211,98.9738715287154,94.3014168685602,4.67245466015517
2244,Departamento,Cochabamba,Caranavi,Alto Beni,40 a 59 ,2024,277617,129919,147698,97.115090214216,99.1325364265427,95.3404920852009,3.79204434134182
2245,Departamento,Cochabamba,Caranavi,Alto Beni,60 o más ,2001,59649,25216,34433,73.7648577511777,90.188769035533,61.7372869050039,28.4514821305291
2245,Departamento,Cochabamba,Caranavi,Alto Beni,60 o más ,2012,102597,44001,58596,86.6467830443385,95.4887388922979,80.0071677247594,15.4815711675385
2245,Departamento,Cochabamba,Caranavi,Alto Beni,60 o más ,2024,156800,68277,88523,88.5376275510204,96.4219283213967,82.4565367192707,13.965391602126
2246,Departamento,Cochabamba,Caranavi,Alto Beni,Rural,2001,341791,173930,167861,72.7274855101509,84.9140458805266,60.1003210990045,24.8137247815221
2246,Departamento,Cochabamba,Caranavi,Alto Beni,Rural,2012,366776,189890,176886,89.044266800445,94.6095107693928,83.0698868197596,11.5396239496332
2246,Departamento,Cochabamba,Caranavi,Alto Beni,Rural,2024,415326,217056,198270,90.3126700471437,95.4960931741118,84.6381197357139,10.8579734383978
2247,Departamento,Cochabamba,Caranavi,Alto Beni,15 a 24 ,2001,103642,54667,48975,92.9719611740414,96.7713611502369,88.7309851965289,8.04037595370804
2247,Departamento,Cochabamba,Caranavi,Alto Beni,15 a 24 ,2012,112492,60816,51676,98.646125946734,98.9936858721389,98.2370926542302,0.756593217908701
2247,Departamento,Cochabamba,Caranavi,Alto Beni,15 a 24 ,2024,103424,54434,48990,99.454672029703,99.4874526950068,99.4182486221678,0.0692040728389998
2248,Departamento,Cochabamba,Caranavi,Alto Beni,25 a 39 ,2001,103079,53029,50050,82.2834913027872,92.3834128495729,71.5824175824176,20.8009952671553
2248,Departamento,Cochabamba,Caranavi,Alto Beni,25 a 39 ,2012,103017,53865,49152,95.3832862537251,97.9504316346422,92.5699869791667,5.38044465547552
2248,Departamento,Cochabamba,Caranavi,Alto Beni,25 a 39 ,2024,125641,66672,58969,98.2052037153477,99.0145788336933,97.2901015787956,1.72447725489766
2249,Departamento,Cochabamba,Caranavi,Alto Beni,40 a 59 ,2001,87054,44243,42811,60.9426333080617,79.4905408765228,41.7743103408003,37.7162305357226
2249,Departamento,Cochabamba,Caranavi,Alto Beni,40 a 59 ,2012,96321,49763,46558,86.7277125445126,94.0879770110323,78.8607758065209,15.2272012045114
2249,Departamento,Cochabamba,Caranavi,Alto Beni,40 a 59 ,2024,115488,61291,54197,89.4776946522583,95.6698373333768,82.475044744174,13.1947925892028
2250,Departamento,Cochabamba,Caranavi,Alto Beni,60 o más ,2001,48016,21991,26025,29.8817060979673,48.3379564367241,14.2862632084534,34.0516932282707
2250,Departamento,Cochabamba,Caranavi,Alto Beni,60 o más ,2012,54946,25446,29500,61.5622611291086,78.0790694018706,47.3152542372881,30.7638151645825
2250,Departamento,Cochabamba,Caranavi,Alto Beni,60 o más ,2024,70773,34659,36114,64.3041837989064,82.151822037566,47.1756105665393,34.9762114710267
2251,Provincia,Cochabamba,Cercado,Alto Beni,Cercado,2001,343820,159276,184544,94.597463789192,98.2847384414475,91.4150554881221,6.86968295332547
2251,Provincia,Cochabamba,Cercado,Alto Beni,Cercado,2012,447371,210848,236523,97.5720375259013,99.2283540749735,96.0955171378682,3.13283693710525
2251,Provincia,Cochabamba,Cercado,Alto Beni,Cercado,2024,502897,236744,266153,97.8222180685111,99.2827695738857,96.5230525299358,2.75971704394992
2252,Provincia,Cochabamba,Cercado,Alto Beni,15 a 24 ,2001,120721,57533,63188,98.4236379751659,99.428154276676,97.5090207001329,1.91913357654306
2252,Provincia,Cochabamba,Cercado,Alto Beni,15 a 24 ,2012,134707,65523,69184,99.6384746152761,99.748180028387,99.5345744680851,0.213605560301886
2252,Provincia,Cochabamba,Cercado,Alto Beni,15 a 24 ,2024,121144,59714,61430,99.6863237139272,99.6650701677998,99.7069835585219,-0.0419133907220584
2253,Provincia,Cochabamba,Cercado,Alto Beni,25 a 39 ,2001,107828,50461,57367,96.9330786066699,98.9873367551178,95.1261178029181,3.86121895219975
2253,Provincia,Cochabamba,Cercado,Alto Beni,25 a 39 ,2012,147457,70844,76613,98.8688227754532,99.5581841793236,98.2313706551108,1.32681352421284
2253,Provincia,Cochabamba,Cercado,Alto Beni,25 a 39 ,2024,164646,78929,85717,99.399924686904,99.6541195251429,99.1658597477747,0.488259777368199
2254,Provincia,Cochabamba,Cercado,Alto Beni,40 a 59 ,2001,77619,35511,42108,92.8986459500895,97.7471769310918,88.8097273677211,8.93744956337066
2254,Provincia,Cochabamba,Cercado,Alto Beni,40 a 59 ,2012,107763,50018,57745,97.1567235507549,99.1722979727298,95.4108580829509,3.76143988977893
2254,Provincia,Cochabamba,Cercado,Alto Beni,40 a 59 ,2024,136016,63311,72705,97.7179155393483,99.2955410592156,96.3441303899319,2.9514106692837
2255,Provincia,Cochabamba,Cercado,Alto Beni,60 o más ,2001,37652,15771,21881,79.1432062041857,93.0758988015979,69.1010465700836,23.9748522315142
2255,Provincia,Cochabamba,Cercado,Alto Beni,60 o más ,2012,57444,24463,32981,90.1765197409651,96.9954625352573,85.1187047087717,11.8767578264856
2255,Provincia,Cochabamba,Cercado,Alto Beni,60 o más ,2024,81091,34790,46301,92.0089775684108,97.7608508192009,87.6870909915553,10.0737598276457
2256,Provincia,Cochabamba,Cercado,Alto Beni,Urbana,2001,343611,159178,184433,94.6090200837575,98.2899646936134,91.4321189808765,6.85784571273692
2256,Provincia,Cochabamba,Cercado,Alto Beni,Urbana,2012,447371,210848,236523,97.5720375259013,99.2283540749735,96.0955171378682,3.13283693710525
2256,Provincia,Cochabamba,Cercado,Alto Beni,Urbana,2024,502876,236731,266145,97.8227236933161,99.2827301874279,96.5240752221533,2.75865496527459
2257,Provincia,Cochabamba,Cercado,Alto Beni,15 a 24 ,2001,120662,57508,63154,98.4253534667087,99.4279056826876,97.5124299331792,1.91547574950842
2257,Provincia,Cochabamba,Cercado,Alto Beni,15 a 24 ,2012,134707,65523,69184,99.6384746152761,99.748180028387,99.5345744680851,0.213605560301886
2257,Provincia,Cochabamba,Cercado,Alto Beni,15 a 24 ,2024,121138,59709,61429,99.6863081774505,99.6650421209533,99.7069787885201,-0.0419366675667874
2258,Provincia,Cochabamba,Cercado,Alto Beni,25 a 39 ,2001,107770,50428,57342,96.9379233552937,98.9866740699611,95.1362003418088,3.85047372815234
2258,Provincia,Cochabamba,Cercado,Alto Beni,25 a 39 ,2012,147457,70844,76613,98.8688227754532,99.5581841793236,98.2313706551108,1.32681352421284
2258,Provincia,Cochabamba,Cercado,Alto Beni,25 a 39 ,2024,164643,78927,85716,99.3999137527863,99.6541107605762,99.165850016333,0.488260744243235
2259,Provincia,Cochabamba,Cercado,Alto Beni,40 a 59 ,2001,77558,35481,42077,92.9214265452951,97.7621825765903,88.8395085200941,8.92267405649616
2259,Provincia,Cochabamba,Cercado,Alto Beni,40 a 59 ,2012,107763,50018,57745,97.1567235507549,99.1722979727298,95.4108580829509,3.76143988977893
2259,Provincia,Cochabamba,Cercado,Alto Beni,40 a 59 ,2024,136010,63308,72702,97.7178148665539,99.2955076767549,96.3439795328877,2.95152814386722
2260,Provincia,Cochabamba,Cercado,Alto Beni,60 o más ,2001,37621,15761,21860,79.1765237500332,93.0968847154368,69.1399817017383,23.9569030136985
2260,Provincia,Cochabamba,Cercado,Alto Beni,60 o más ,2012,57444,24463,32981,90.1765197409651,96.9954625352573,85.1187047087717,11.8767578264856
2260,Provincia,Cochabamba,Cercado,Alto Beni,60 o más ,2024,81085,34787,46298,92.012086082506,97.7606577169632,87.6927729059571,10.0678848110062
2261,Provincia,Cochabamba,Cercado,Alto Beni,Rural,2001,209,98,111,75.5980861244019,89.7959183673469,63.0630630630631,26.7328553042839
2261,Provincia,Cochabamba,Cercado,Alto Beni,Rural,2024,21,13,8,85.7142857142857,100.0,62.5,37.5
2262,Provincia,Cochabamba,Cercado,Alto Beni,15 a 24 ,2001,59,25,34,94.9152542372881,100.0,91.1764705882353,8.82352941176471
2262,Provincia,Cochabamba,Cercado,Alto Beni,15 a 24 ,2024,6,5,1,100.0,100.0,100.0,0.0
2263,Provincia,Cochabamba,Cercado,Alto Beni,25 a 39 ,2001,58,33,25,87.9310344827586,100.0,72.0,28.0
2263,Provincia,Cochabamba,Cercado,Alto Beni,25 a 39 ,2024,3,2,1,100.0,100.0,100.0,0.0
2264,Provincia,Cochabamba,Cercado,Alto Beni,40 a 59 ,2001,61,30,31,63.9344262295082,80.0,48.3870967741936,31.6129032258065
2264,Provincia,Cochabamba,Cercado,Alto Beni,40 a 59 ,2024,6,3,3,100.0,100.0,100.0,0.0
2265,Provincia,Cochabamba,Cercado,Alto Beni,60 o más ,2001,31,10,21,38.7096774193548,60.0,28.5714285714286,31.4285714285714
2265,Provincia,Cochabamba,Cercado,Alto Beni,60 o más ,2024,6,3,3,50.0,100.0,0.0,100.0
2266,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Cochabamba,2001,343820,159276,184544,94.597463789192,98.2847384414475,91.4150554881221,6.86968295332547
2266,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Cochabamba,2012,447371,210848,236523,97.5720375259013,99.2283540749735,96.0955171378682,3.13283693710525
2266,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Cochabamba,2024,502897,236744,266153,97.8222180685111,99.2827695738857,96.5230525299358,2.75971704394992
2267,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,15 a 24 ,2001,120721,57533,63188,98.4236379751659,99.428154276676,97.5090207001329,1.91913357654306
2267,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,15 a 24 ,2012,134707,65523,69184,99.6384746152761,99.748180028387,99.5345744680851,0.213605560301886
2267,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,15 a 24 ,2024,121144,59714,61430,99.6863237139272,99.6650701677998,99.7069835585219,-0.0419133907220584
2268,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,25 a 39 ,2001,107828,50461,57367,96.9330786066699,98.9873367551178,95.1261178029181,3.86121895219975
2268,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,25 a 39 ,2012,147457,70844,76613,98.8688227754532,99.5581841793236,98.2313706551108,1.32681352421284
2268,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,25 a 39 ,2024,164646,78929,85717,99.399924686904,99.6541195251429,99.1658597477747,0.488259777368199
2269,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,40 a 59 ,2001,77619,35511,42108,92.8986459500895,97.7471769310918,88.8097273677211,8.93744956337066
2269,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,40 a 59 ,2012,107763,50018,57745,97.1567235507549,99.1722979727298,95.4108580829509,3.76143988977893
2269,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,40 a 59 ,2024,136016,63311,72705,97.7179155393483,99.2955410592156,96.3441303899319,2.9514106692837
2270,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,60 o más ,2001,37652,15771,21881,79.1432062041857,93.0758988015979,69.1010465700836,23.9748522315142
2270,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,60 o más ,2012,57444,24463,32981,90.1765197409651,96.9954625352573,85.1187047087717,11.8767578264856
2270,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,60 o más ,2024,81091,34790,46301,92.0089775684108,97.7608508192009,87.6870909915553,10.0737598276457
2271,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Urbana,2001,343611,159178,184433,94.6090200837575,98.2899646936134,91.4321189808765,6.85784571273692
2271,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Urbana,2012,447371,210848,236523,97.5720375259013,99.2283540749735,96.0955171378682,3.13283693710525
2271,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Urbana,2024,502876,236731,266145,97.8227236933161,99.2827301874279,96.5240752221533,2.75865496527459
2272,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,15 a 24 ,2001,120662,57508,63154,98.4253534667087,99.4279056826876,97.5124299331792,1.91547574950842
2272,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,15 a 24 ,2012,134707,65523,69184,99.6384746152761,99.748180028387,99.5345744680851,0.213605560301886
2272,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,15 a 24 ,2024,121138,59709,61429,99.6863081774505,99.6650421209533,99.7069787885201,-0.0419366675667874
2273,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,25 a 39 ,2001,107770,50428,57342,96.9379233552937,98.9866740699611,95.1362003418088,3.85047372815234
2273,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,25 a 39 ,2012,147457,70844,76613,98.8688227754532,99.5581841793236,98.2313706551108,1.32681352421284
2273,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,25 a 39 ,2024,164643,78927,85716,99.3999137527863,99.6541107605762,99.165850016333,0.488260744243235
2274,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,40 a 59 ,2001,77558,35481,42077,92.9214265452951,97.7621825765903,88.8395085200941,8.92267405649616
2274,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,40 a 59 ,2012,107763,50018,57745,97.1567235507549,99.1722979727298,95.4108580829509,3.76143988977893
2274,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,40 a 59 ,2024,136010,63308,72702,97.7178148665539,99.2955076767549,96.3439795328877,2.95152814386722
2275,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,60 o más ,2001,37621,15761,21860,79.1765237500332,93.0968847154368,69.1399817017383,23.9569030136985
2275,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,60 o más ,2012,57444,24463,32981,90.1765197409651,96.9954625352573,85.1187047087717,11.8767578264856
2275,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,60 o más ,2024,81085,34787,46298,92.012086082506,97.7606577169632,87.6927729059571,10.0678848110062
2276,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Rural,2001,209,98,111,75.5980861244019,89.7959183673469,63.0630630630631,26.7328553042839
2276,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Rural,2024,21,13,8,85.7142857142857,100.0,62.5,37.5
2277,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,15 a 24 ,2001,59,25,34,94.9152542372881,100.0,91.1764705882353,8.82352941176471
2277,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,15 a 24 ,2024,6,5,1,100.0,100.0,100.0,0.0
2278,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,25 a 39 ,2001,58,33,25,87.9310344827586,100.0,72.0,28.0
2278,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,25 a 39 ,2024,3,2,1,100.0,100.0,100.0,0.0
2279,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,40 a 59 ,2001,61,30,31,63.9344262295082,80.0,48.3870967741936,31.6129032258065
2279,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,40 a 59 ,2024,6,3,3,100.0,100.0,100.0,0.0
2280,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,60 o más ,2001,31,10,21,38.7096774193548,60.0,28.5714285714286,31.4285714285714
2280,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,60 o más ,2024,6,3,3,50.0,100.0,0.0,100.0
2281,Provincia,Cochabamba,Campero,Cochabamba,Campero,2001,19862,10021,9841,72.0269862048132,82.4269035026445,61.4368458489991,20.9900576536454
2281,Provincia,Cochabamba,Campero,Cochabamba,Campero,2012,22889,11713,11176,89.4534492551007,93.7419960727397,84.9588403722262,8.78315570051349
2281,Provincia,Cochabamba,Campero,Cochabamba,Campero,2024,26074,13209,12865,91.5317941244151,95.3819365584072,87.5787019043918,7.80323465401538
2282,Provincia,Cochabamba,Campero,Cochabamba,15 a 24 ,2001,5674,3043,2631,93.7257666549172,96.286559316464,90.7639680729761,5.52259124348797
2282,Provincia,Cochabamba,Campero,Cochabamba,15 a 24 ,2012,6424,3502,2922,98.9570361145704,99.114791547687,98.7679671457906,0.34682440189647
2282,Provincia,Cochabamba,Campero,Cochabamba,15 a 24 ,2024,6081,3072,3009,99.3257687880283,99.21875,99.4350282485876,-0.216278248587571
2283,Provincia,Cochabamba,Campero,Cochabamba,25 a 39 ,2001,5942,2941,3001,84.5506563446651,92.4515470928256,76.8077307564145,15.643816336411
2283,Provincia,Cochabamba,Campero,Cochabamba,25 a 39 ,2012,6155,3107,3048,96.6531275385865,97.7470228516254,95.5380577427822,2.2089651088432
2283,Provincia,Cochabamba,Campero,Cochabamba,25 a 39 ,2024,7377,3811,3566,98.3868781347431,98.8192075570716,97.9248457655637,0.894361791507976
2284,Provincia,Cochabamba,Campero,Cochabamba,40 a 59 ,2001,5364,2697,2667,58.1469052945563,75.8249907304412,40.2699662542182,35.555024476223
2284,Provincia,Cochabamba,Campero,Cochabamba,40 a 59 ,2012,6517,3315,3202,89.1361055700476,94.6606334841629,83.4166146158651,11.2440188682978
2284,Provincia,Cochabamba,Campero,Cochabamba,40 a 59 ,2024,7597,3852,3745,93.5632486507832,96.7808930425753,90.2536715620828,6.5272214804925
2285,Provincia,Cochabamba,Campero,Cochabamba,60 o más ,2001,2882,1340,1542,29.3199167244969,42.2388059701493,18.0933852140078,24.1454207561415
2285,Provincia,Cochabamba,Campero,Cochabamba,60 o más ,2012,3793,1789,2004,62.2198787239652,74.5667970933482,51.1976047904192,23.3691923029291
2285,Provincia,Cochabamba,Campero,Cochabamba,60 o más ,2024,5019,2474,2545,68.9380354652321,83.1447049312854,55.1277013752456,28.0170035560398
2286,Provincia,Cochabamba,Campero,Cochabamba,Urbana,2001,4194,1914,2280,84.1678588459704,92.1630094043887,77.4561403508772,14.7068690535115
2286,Provincia,Cochabamba,Campero,Cochabamba,Urbana,2012,7368,3460,3908,94.1775244299674,96.9075144508671,91.7604912998977,5.1470231509694
2286,Provincia,Cochabamba,Campero,Cochabamba,Urbana,2024,8449,3973,4476,94.8751331518523,97.5836899068714,92.4709562109026,5.1127336959688
2287,Provincia,Cochabamba,Campero,Cochabamba,15 a 24 ,2001,1459,695,764,97.6010966415353,98.705035971223,96.5968586387435,2.10817733247957
2287,Provincia,Cochabamba,Campero,Cochabamba,15 a 24 ,2012,2284,1115,1169,99.5621716287215,99.5515695067265,99.5722840034217,-0.0207144966952768
2287,Provincia,Cochabamba,Campero,Cochabamba,15 a 24 ,2024,2054,1007,1047,99.3184031158715,99.0069513406157,99.6179560649475,-0.611004724331778
2288,Provincia,Cochabamba,Campero,Cochabamba,25 a 39 ,2001,1107,495,612,91.4182475158085,96.7676767676768,87.0915032679739,9.67617349970291
2288,Provincia,Cochabamba,Campero,Cochabamba,25 a 39 ,2012,2153,1035,1118,98.0956804458895,98.4541062801932,97.7638640429338,0.690242237259412
2288,Provincia,Cochabamba,Campero,Cochabamba,25 a 39 ,2024,2495,1176,1319,99.1583166332665,99.3197278911565,99.0144048521607,0.305323038995724
2289,Provincia,Cochabamba,Campero,Cochabamba,40 a 59 ,2001,1031,471,560,73.5208535402522,87.8980891719745,61.4285714285714,26.4695177434031
2289,Provincia,Cochabamba,Campero,Cochabamba,40 a 59 ,2012,1814,839,975,93.7155457552371,97.6162097735399,90.3589743589744,7.25723541456557
2289,Provincia,Cochabamba,Campero,Cochabamba,40 a 59 ,2024,2360,1106,1254,96.3983050847458,98.372513562387,94.6570972886762,3.71541627371073
2290,Provincia,Cochabamba,Campero,Cochabamba,60 o más ,2001,597,253,344,56.2814070351759,73.1225296442688,43.8953488372093,29.2271808070595
2290,Provincia,Cochabamba,Campero,Cochabamba,60 o más ,2012,1117,471,646,76.3652641002686,85.9872611464968,69.3498452012384,16.6374159452584
2290,Provincia,Cochabamba,Campero,Cochabamba,60 o más ,2024,1540,684,856,79.6753246753247,91.2280701754386,70.4439252336449,20.7841449417937
2291,Provincia,Cochabamba,Campero,Cochabamba,Rural,2001,15668,8107,7561,68.777125351034,80.1282841988405,56.6062690120355,23.5220151868051
2291,Provincia,Cochabamba,Campero,Cochabamba,Rural,2012,15521,8253,7268,87.2108755879132,92.4148794377802,81.3015960374243,11.1132834003559
