DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA_Y_GRUPO_DE_EDAD,AÑO,Población_Total,Hombres,Mujeres,Tasa_Total,Brecha
La Paz,Inquisivi,Colquiri,60 o más ,2001,133,51,82,34.5864661654135,58.3931133428981
La Paz,Inquisivi,Colquiri,60 o más ,2012,199,93,106,70.3517587939699,39.5110570095354
La Paz,Inquisivi,Colquiri,60 o más ,2024,329,171,158,84.8024316109423,25.5570360500407
La Paz,Inquisivi,Colquiri,Rural,2001,8283,4296,3987,72.8600748521067,25.6269327829412
La Paz,Inquisivi,Colquiri,Rural,2012,9045,4970,4075,89.0878938640133,14.216884126847
La Paz,Inquisivi,Colquiri,Rural,2024,11751,6291,5460,92.5112756361161,11.3961336708118
La Paz,Inquisivi,Colquiri,15 a 24 ,2001,2200,1110,1090,97.6818181818182,1.95140094222663
La Paz,Inquisivi,Colquiri,15 a 24 ,2012,2252,1259,993,99.0230905861456,0.774444143156188
La Paz,Inquisivi,Colquiri,15 a 24 ,2024,2448,1249,1199,99.7140522875817,-0.0700476978747417
La Paz,Inquisivi,Colquiri,25 a 39 ,2001,2227,1155,1072,90.4804669959587,15.9989823609227
La Paz,Inquisivi,Colquiri,25 a 39 ,2012,2400,1407,993,97.875,1.87216700270766
La Paz,Inquisivi,Colquiri,25 a 39 ,2024,3408,1899,1509,99.4718309859155,0.479272862037888
La Paz,Inquisivi,Colquiri,40 a 59 ,2001,2439,1312,1127,61.7466174661747,51.6104838011557
La Paz,Inquisivi,Colquiri,40 a 59 ,2012,2660,1446,1214,88.8345864661654,17.4942635595325
La Paz,Inquisivi,Colquiri,40 a 59 ,2024,3597,1963,1634,95.6074506533222,7.3145417893203
La Paz,Inquisivi,Colquiri,60 o más ,2001,1417,719,698,25.7586450247001,34.6710848799072
La Paz,Inquisivi,Colquiri,60 o más ,2012,1733,858,875,64.396999422966,35.6580752580753
La Paz,Inquisivi,Colquiri,60 o más ,2024,2298,1180,1118,69.6692776327241,43.7050119765926
La Paz,Inquisivi,Ichoca,Ichoca,2001,3885,2016,1869,84.7876447876448,19.0420456572142
La Paz,Inquisivi,Ichoca,Ichoca,2012,5235,2800,2435,93.1232091690545,8.41148430624816
La Paz,Inquisivi,Ichoca,Ichoca,2024,6810,3694,3116,96.4464023494861,5.39983305683225
La Paz,Inquisivi,Ichoca,15 a 24 ,2001,1022,522,500,98.6301369863014,1.62528735632183
La Paz,Inquisivi,Ichoca,15 a 24 ,2012,1465,784,681,99.3856655290102,0.224010308969397
La Paz,Inquisivi,Ichoca,15 a 24 ,2024,1730,907,823,99.4797687861272,0.39827934748098
La Paz,Inquisivi,Ichoca,25 a 39 ,2001,1057,525,532,97.3509933774835,2.99248120300752
La Paz,Inquisivi,Ichoca,25 a 39 ,2012,1409,748,661,98.6515259048971,0.594626517915643
La Paz,Inquisivi,Ichoca,25 a 39 ,2024,2024,1150,874,99.6541501976285,-0.205949656750576
La Paz,Inquisivi,Ichoca,40 a 59 ,2001,1152,633,519,83.59375,29.7537188724214
La Paz,Inquisivi,Ichoca,40 a 59 ,2012,1419,767,652,95.5602536997886,6.25754873181305
La Paz,Inquisivi,Ichoca,40 a 59 ,2024,1838,998,840,97.7149075081611,2.14977574196011
La Paz,Inquisivi,Ichoca,60 o más ,2001,654,336,318,44.954128440367,55.6716082659479
La Paz,Inquisivi,Ichoca,60 o más ,2012,942,501,441,71.4437367303609,35.8426005132592
La Paz,Inquisivi,Ichoca,60 o más ,2024,1218,639,579,84.8932676518883,25.5240133952825
La Paz,Inquisivi,Ichoca,Urbana,2024,1554,808,746,97.1685971685972,1.25753191941178
La Paz,Inquisivi,Ichoca,15 a 24 ,2024,436,217,219,99.5412844036697,-0.0042084885213427
La Paz,Inquisivi,Ichoca,25 a 39 ,2024,503,268,235,99.403578528827,-1.11940298507463
La Paz,Inquisivi,Ichoca,40 a 59 ,2024,390,206,184,96.6666666666667,0.891726466863659
La Paz,Inquisivi,Ichoca,60 o más ,2024,225,117,108,88.4444444444444,9.82905982905982
La Paz,Inquisivi,Ichoca,Rural,2001,3885,2016,1869,84.7876447876448,19.0420456572142
La Paz,Inquisivi,Ichoca,Rural,2012,5235,2800,2435,93.1232091690545,8.41148430624816
La Paz,Inquisivi,Ichoca,Rural,2024,5256,2886,2370,96.2328767123288,6.66385957525199
La Paz,Inquisivi,Ichoca,15 a 24 ,2001,1022,522,500,98.6301369863014,1.62528735632183
La Paz,Inquisivi,Ichoca,15 a 24 ,2012,1465,784,681,99.3856655290102,0.224010308969397
La Paz,Inquisivi,Ichoca,15 a 24 ,2024,1294,690,604,99.4590417310665,0.537959497072663
La Paz,Inquisivi,Ichoca,25 a 39 ,2001,1057,525,532,97.3509933774835,2.99248120300752
La Paz,Inquisivi,Ichoca,25 a 39 ,2012,1409,748,661,98.6515259048971,0.594626517915643
La Paz,Inquisivi,Ichoca,25 a 39 ,2024,1521,882,639,99.7370151216305,0.0862316757689001
La Paz,Inquisivi,Ichoca,40 a 59 ,2001,1152,633,519,83.59375,29.7537188724214
La Paz,Inquisivi,Ichoca,40 a 59 ,2012,1419,767,652,95.5602536997886,6.25754873181305
La Paz,Inquisivi,Ichoca,40 a 59 ,2024,1448,792,656,97.9972375690608,2.46982015274699
La Paz,Inquisivi,Ichoca,60 o más ,2001,654,336,318,44.954128440367,55.6716082659479
La Paz,Inquisivi,Ichoca,60 o más ,2012,942,501,441,71.4437367303609,35.8426005132592
La Paz,Inquisivi,Ichoca,60 o más ,2024,993,522,471,84.0886203423968,29.102911389316
La Paz,Inquisivi,Villa Libertad Licoma,Villa Libertad Licoma,2001,1640,866,774,80.0,18.1546926377476
La Paz,Inquisivi,Villa Libertad Licoma,Villa Libertad Licoma,2012,4023,2089,1934,94.2083022619935,4.67893823113437
La Paz,Inquisivi,Villa Libertad Licoma,Villa Libertad Licoma,2024,5373,2668,2705,96.4079657546994,2.89129464842439
La Paz,Inquisivi,Villa Libertad Licoma,15 a 24 ,2001,388,204,184,96.1340206185567,1.95012787723786
La Paz,Inquisivi,Villa Libertad Licoma,15 a 24 ,2012,1305,665,640,99.5402298850575,0.630874060150376
La Paz,Inquisivi,Villa Libertad Licoma,15 a 24 ,2024,1359,672,687,99.6320824135394,0.13906217508837
La Paz,Inquisivi,Villa Libertad Licoma,25 a 39 ,2001,489,245,244,91.4110429447853,9.03312144529943
La Paz,Inquisivi,Villa Libertad Licoma,25 a 39 ,2012,1208,646,562,98.2615894039735,1.07477716690721
La Paz,Inquisivi,Villa Libertad Licoma,25 a 39 ,2024,1971,943,1028,99.6448503297818,0.0709714422469858
La Paz,Inquisivi,Villa Libertad Licoma,40 a 59 ,2001,491,271,220,76.9857433808554,26.6571620261657
La Paz,Inquisivi,Villa Libertad Licoma,40 a 59 ,2012,995,490,505,94.7738693467337,4.2655081834714
La Paz,Inquisivi,Villa Libertad Licoma,40 a 59 ,2024,1338,674,664,96.1136023916293,4.54265131743591
La Paz,Inquisivi,Villa Libertad Licoma,60 o más ,2001,272,146,126,41.9117647058824,47.0319634703196
La Paz,Inquisivi,Villa Libertad Licoma,60 o más ,2012,515,288,227,70.0970873786408,28.4538668624572
La Paz,Inquisivi,Villa Libertad Licoma,60 o más ,2024,705,379,326,81.7021276595745,16.1759230781683
La Paz,Inquisivi,Villa Libertad Licoma,Urbana,2012,1720,873,847,95.2906976744186,3.98049310889049
La Paz,Inquisivi,Villa Libertad Licoma,Urbana,2024,2329,1102,1227,95.8780592528982,4.0345996092161
La Paz,Inquisivi,Villa Libertad Licoma,15 a 24 ,2012,582,297,285,99.3127147766323,0.715931242247038
La Paz,Inquisivi,Villa Libertad Licoma,15 a 24 ,2024,613,294,319,99.510603588907,0.28682319322715
La Paz,Inquisivi,Villa Libertad Licoma,25 a 39 ,2012,528,282,246,98.8636363636364,0.916796402006568
La Paz,Inquisivi,Villa Libertad Licoma,25 a 39 ,2024,865,387,478,99.6531791907514,0.627615062761507
La Paz,Inquisivi,Villa Libertad Licoma,40 a 59 ,2012,416,198,218,95.9134615384616,1.05180242794921
La Paz,Inquisivi,Villa Libertad Licoma,40 a 59 ,2024,546,270,276,95.6043956043956,5.03220611916264
La Paz,Inquisivi,Villa Libertad Licoma,60 o más ,2012,194,96,98,72.1649484536083,26.2329931972789
La Paz,Inquisivi,Villa Libertad Licoma,60 o más ,2024,305,151,154,78.3606557377049,21.8715059774662
La Paz,Inquisivi,Villa Libertad Licoma,Rural,2001,1640,866,774,80.0,18.1546926377476
La Paz,Inquisivi,Villa Libertad Licoma,Rural,2012,2303,1216,1087,93.3999131567521,5.27178254975065
La Paz,Inquisivi,Villa Libertad Licoma,Rural,2024,3044,1566,1478,96.8134034165572,1.95986430179889
La Paz,Inquisivi,Villa Libertad Licoma,15 a 24 ,2001,388,204,184,96.1340206185567,1.95012787723786
La Paz,Inquisivi,Villa Libertad Licoma,15 a 24 ,2012,723,368,355,99.7233748271093,0.563380281690144
La Paz,Inquisivi,Villa Libertad Licoma,15 a 24 ,2024,746,378,368,99.7319034852547,0.00718886588451539
La Paz,Inquisivi,Villa Libertad Licoma,25 a 39 ,2001,489,245,244,91.4110429447853,9.03312144529943
La Paz,Inquisivi,Villa Libertad Licoma,25 a 39 ,2012,680,364,316,97.7941176470588,1.19974961747114
La Paz,Inquisivi,Villa Libertad Licoma,25 a 39 ,2024,1106,556,550,99.6383363471971,-0.357750163505557
La Paz,Inquisivi,Villa Libertad Licoma,40 a 59 ,2001,491,271,220,76.9857433808554,26.6571620261657
La Paz,Inquisivi,Villa Libertad Licoma,40 a 59 ,2012,579,292,287,93.9550949913644,6.66793947782922
La Paz,Inquisivi,Villa Libertad Licoma,40 a 59 ,2024,792,404,388,96.4646464646465,4.18495457793202
La Paz,Inquisivi,Villa Libertad Licoma,60 o más ,2001,272,146,126,41.9117647058824,47.0319634703196
La Paz,Inquisivi,Villa Libertad Licoma,60 o más ,2012,321,192,129,68.8473520249221,30.8624031007752
La Paz,Inquisivi,Villa Libertad Licoma,60 o más ,2024,400,228,172,84.25,11.1281109751122
La Paz,Sur Yungas,Villa Libertad Licoma,Sur Yungas,2001,38369,21217,17152,86.7497198259011,13.9627844034705
La Paz,Sur Yungas,Villa Libertad Licoma,Sur Yungas,2012,71333,38451,32882,95.1439025416007,5.23690417152039
La Paz,Sur Yungas,Villa Libertad Licoma,Sur Yungas,2024,85630,45354,40276,96.3026976526918,4.14806639584407
La Paz,Sur Yungas,Villa Libertad Licoma,15 a 24 ,2001,11488,6113,5375,97.9717966573816,2.13220015293371
La Paz,Sur Yungas,Villa Libertad Licoma,15 a 24 ,2012,21509,11163,10346,99.3584081082338,0.0674347414623782
La Paz,Sur Yungas,Villa Libertad Licoma,15 a 24 ,2024,21352,11142,10210,99.3396403147246,-0.233166683983853
La Paz,Sur Yungas,Villa Libertad Licoma,25 a 39 ,2001,12771,6950,5821,94.7380784590087,7.18806998723304
La Paz,Sur Yungas,Villa Libertad Licoma,25 a 39 ,2012,24153,12890,11263,98.3894340247588,1.52394333464642
La Paz,Sur Yungas,Villa Libertad Licoma,25 a 39 ,2024,30005,15579,14426,99.1701383102816,0.537826700222212
La Paz,Sur Yungas,Villa Libertad Licoma,40 a 59 ,2001,9898,5747,4151,79.2382299454435,29.383025853213
La Paz,Sur Yungas,Villa Libertad Licoma,40 a 59 ,2012,18037,10095,7942,94.1564561734213,8.00687600257888
La Paz,Sur Yungas,Villa Libertad Licoma,40 a 59 ,2024,23752,12699,11053,96.2192657460424,4.80778824777326
La Paz,Sur Yungas,Villa Libertad Licoma,60 o más ,2001,4212,2407,1805,49.5726495726496,40.0184595483855
La Paz,Sur Yungas,Villa Libertad Licoma,60 o más ,2012,7634,4303,3331,75.334031962274,28.7807902901308
La Paz,Sur Yungas,Villa Libertad Licoma,60 o más ,2024,10521,5934,4587,82.1499857428001,24.6689715053952
La Paz,Sur Yungas,Villa Libertad Licoma,Urbana,2001,3384,1708,1676,90.0118203309693,11.4192372829252
La Paz,Sur Yungas,Villa Libertad Licoma,Urbana,2012,6567,3169,3398,96.6651439013248,4.00557675881214
La Paz,Sur Yungas,Villa Libertad Licoma,Urbana,2024,11430,5428,6002,96.4304461942257,4.16642622441989
La Paz,Sur Yungas,Villa Libertad Licoma,15 a 24 ,2001,1137,578,559,98.504837291117,0.577836101293087
La Paz,Sur Yungas,Villa Libertad Licoma,15 a 24 ,2012,2022,951,1071,99.8021760633037,0.373482726423902
La Paz,Sur Yungas,Villa Libertad Licoma,15 a 24 ,2024,2689,1317,1372,99.3677947192265,-0.397913802683448
La Paz,Sur Yungas,Villa Libertad Licoma,25 a 39 ,2001,1057,523,534,96.4995269631031,3.5226043926927
La Paz,Sur Yungas,Villa Libertad Licoma,25 a 39 ,2012,2312,1078,1234,99.0916955017301,0.485171230714201
La Paz,Sur Yungas,Villa Libertad Licoma,25 a 39 ,2024,3932,1789,2143,99.4659206510682,0.262009735963574
La Paz,Sur Yungas,Villa Libertad Licoma,40 a 59 ,2001,781,409,372,84.5070422535211,22.7738780660935
La Paz,Sur Yungas,Villa Libertad Licoma,40 a 59 ,2012,1510,761,749,96.3576158940397,5.75361980669803
La Paz,Sur Yungas,Villa Libertad Licoma,40 a 59 ,2024,3164,1478,1686,96.6498103666245,4.5094762727998
La Paz,Sur Yungas,Villa Libertad Licoma,60 o más ,2001,409,198,211,60.1466992665037,39.0708028148786
La Paz,Sur Yungas,Villa Libertad Licoma,60 o más ,2012,723,379,344,80.7745504840941,25.434128980794
La Paz,Sur Yungas,Villa Libertad Licoma,60 o más ,2024,1645,844,801,83.951367781155,22.495725130317
La Paz,Sur Yungas,Villa Libertad Licoma,Rural,2001,34985,19509,15476,86.4341860797485,14.2937617475156
La Paz,Sur Yungas,Villa Libertad Licoma,Rural,2012,64766,35282,29484,94.9896550659297,5.4088164626116
La Paz,Sur Yungas,Villa Libertad Licoma,Rural,2024,74200,39926,34274,96.2830188679245,4.15912900381724
La Paz,Sur Yungas,Villa Libertad Licoma,15 a 24 ,2001,10351,5535,4816,97.9132450970921,2.31051568544478
La Paz,Sur Yungas,Villa Libertad Licoma,15 a 24 ,2012,19487,10212,9275,99.3123620875456,0.0457070219170248
La Paz,Sur Yungas,Villa Libertad Licoma,15 a 24 ,2024,18663,9825,8838,99.3355837753845,-0.20893470078029
La Paz,Sur Yungas,Villa Libertad Licoma,25 a 39 ,2001,11714,6427,5287,94.5791360764897,7.5634876731295
La Paz,Sur Yungas,Villa Libertad Licoma,25 a 39 ,2012,21841,11812,10029,98.315095462662,1.65972033625344
La Paz,Sur Yungas,Villa Libertad Licoma,25 a 39 ,2024,26073,13790,12283,99.1255321597054,0.594000905760254
La Paz,Sur Yungas,Villa Libertad Licoma,40 a 59 ,2001,9117,5338,3779,78.7868816496655,30.1163942518806
La Paz,Sur Yungas,Villa Libertad Licoma,40 a 59 ,2012,16527,9334,7193,93.9553457977854,8.27607167897772
La Paz,Sur Yungas,Villa Libertad Licoma,40 a 59 ,2024,20588,11221,9367,96.1530988925588,4.89026493707985
La Paz,Sur Yungas,Villa Libertad Licoma,60 o más ,2001,3803,2209,1594,48.4354457007626,40.724326682279
La Paz,Sur Yungas,Villa Libertad Licoma,60 o más ,2012,6911,3924,2987,74.764867602373,29.2588133355311
La Paz,Sur Yungas,Villa Libertad Licoma,60 o más ,2024,8876,5090,3786,81.8161333934205,25.2202665803181
La Paz,Sur Yungas,Chulumani,Chulumani,2001,8392,4318,4074,86.2845567206864,12.7482813890229
La Paz,Sur Yungas,Chulumani,Chulumani,2012,12524,6241,6283,95.3928457361865,4.64816781653406
La Paz,Sur Yungas,Chulumani,Chulumani,2024,13299,6526,6773,96.3982254304835,3.55192253281278
La Paz,Sur Yungas,Chulumani,15 a 24 ,2001,2339,1169,1170,98.1616075245832,1.79406754257055
La Paz,Sur Yungas,Chulumani,15 a 24 ,2012,3232,1525,1707,99.6287128712871,0.0822073045415834
La Paz,Sur Yungas,Chulumani,15 a 24 ,2024,2762,1328,1434,99.4569152787835,-0.25930080153249
La Paz,Sur Yungas,Chulumani,25 a 39 ,2001,2629,1303,1326,95.739825028528,5.0989189583384
La Paz,Sur Yungas,Chulumani,25 a 39 ,2012,3994,1983,2011,98.8733099649474,0.835520622456471
La Paz,Sur Yungas,Chulumani,25 a 39 ,2024,4252,2007,2245,99.4590780809031,0.175177524543813
La Paz,Sur Yungas,Chulumani,40 a 59 ,2001,2258,1243,1015,81.4437555358725,23.5624918261476
La Paz,Sur Yungas,Chulumani,40 a 59 ,2012,3472,1776,1696,97.0910138248848,3.64981727010029
La Paz,Sur Yungas,Chulumani,40 a 59 ,2024,4074,2000,2074,97.373588610702,2.90014464802316
La Paz,Sur Yungas,Chulumani,60 o más ,2001,1166,603,563,50.5145797598628,36.1994055772057
La Paz,Sur Yungas,Chulumani,60 o más ,2012,1826,957,869,77.0536692223439,25.6008359456635
La Paz,Sur Yungas,Chulumani,60 o más ,2024,2211,1191,1020,84.8937132519222,18.91292537166
La Paz,Sur Yungas,Chulumani,Urbana,2001,1765,886,879,89.8583569405099,10.3922218198908
La Paz,Sur Yungas,Chulumani,Urbana,2012,1467,695,772,96.2508520790729,3.56991091064973
La Paz,Sur Yungas,Chulumani,Urbana,2024,1921,912,1009,97.2930765226445,2.43977448576845
La Paz,Sur Yungas,Chulumani,15 a 24 ,2001,613,320,293,98.858075040783,1.08148464163823
La Paz,Sur Yungas,Chulumani,15 a 24 ,2012,372,159,213,99.4623655913979,0.938967136150239
La Paz,Sur Yungas,Chulumani,15 a 24 ,2024,361,172,189,99.7229916897507,0.529100529100532
La Paz,Sur Yungas,Chulumani,25 a 39 ,2001,472,229,243,96.3983050847458,1.90666163494888
La Paz,Sur Yungas,Chulumani,25 a 39 ,2012,462,226,236,99.3506493506494,0.404979751012448
La Paz,Sur Yungas,Chulumani,25 a 39 ,2024,642,299,343,99.6884735202492,-0.668896321070235
La Paz,Sur Yungas,Chulumani,40 a 59 ,2001,416,214,202,87.5,17.0815212362358
La Paz,Sur Yungas,Chulumani,40 a 59 ,2012,369,176,193,98.6449864498645,0.418040508714086
La Paz,Sur Yungas,Chulumani,40 a 59 ,2024,553,255,298,98.0108499095841,2.23582050269772
La Paz,Sur Yungas,Chulumani,60 o más ,2001,264,123,141,60.9848484848485,31.949489707663
La Paz,Sur Yungas,Chulumani,60 o más ,2012,264,134,130,82.9545454545455,19.4603903559128
La Paz,Sur Yungas,Chulumani,60 o más ,2024,365,186,179,89.5890410958904,11.3624076410164
La Paz,Sur Yungas,Chulumani,Rural,2001,6627,3432,3195,85.3327297419647,13.4398973483481
La Paz,Sur Yungas,Chulumani,Rural,2012,11057,5546,5511,95.2790087727232,4.80519143989174
La Paz,Sur Yungas,Chulumani,Rural,2024,11378,5614,5764,96.2471436104764,3.75123581944315
La Paz,Sur Yungas,Chulumani,15 a 24 ,2001,1726,849,877,97.9142526071842,2.0186066376299
La Paz,Sur Yungas,Chulumani,15 a 24 ,2012,2860,1366,1494,99.6503496503496,-0.0313601894155511
La Paz,Sur Yungas,Chulumani,15 a 24 ,2024,2401,1156,1245,99.4169096209913,-0.376940287099941
La Paz,Sur Yungas,Chulumani,25 a 39 ,2001,2157,1074,1083,95.5957348168753,5.8047942555595
La Paz,Sur Yungas,Chulumani,25 a 39 ,2012,3532,1757,1775,98.8108720271801,0.893905264254855
La Paz,Sur Yungas,Chulumani,25 a 39 ,2024,3610,1708,1902,99.4182825484765,0.326231232007714
La Paz,Sur Yungas,Chulumani,40 a 59 ,2001,1842,1029,813,80.0760043431053,25.324985028276
La Paz,Sur Yungas,Chulumani,40 a 59 ,2012,3103,1600,1503,96.9062197873026,4.06462075848305
La Paz,Sur Yungas,Chulumani,40 a 59 ,2024,3521,1745,1776,97.2735018460665,3.01953457755749
La Paz,Sur Yungas,Chulumani,60 o más ,2001,902,480,422,47.450110864745,38.402448657188
La Paz,Sur Yungas,Chulumani,60 o más ,2012,1562,823,739,76.056338028169,26.72423573283
La Paz,Sur Yungas,Chulumani,60 o más ,2024,1846,1005,841,83.9653304442037,20.5628220372572
La Paz,Sur Yungas,Irupana,Irupana,2001,7092,3870,3222,81.8809926677947,16.3921008185007
La Paz,Sur Yungas,Irupana,Irupana,2012,12336,6808,5528,93.6121919584955,6.74846651849107
La Paz,Sur Yungas,Irupana,Irupana,2024,16998,9552,7446,96.1348393928698,4.80849047817654
La Paz,Sur Yungas,Irupana,15 a 24 ,2001,1728,921,807,97.5694444444444,1.94955378225542
La Paz,Sur Yungas,Irupana,15 a 24 ,2012,3116,1672,1444,99.1976893453145,0.182573659027952
La Paz,Sur Yungas,Irupana,15 a 24 ,2024,3811,2138,1673,99.6851220152191,-0.34818112128076
La Paz,Sur Yungas,Irupana,25 a 39 ,2001,2107,1125,982,94.921689606075,5.17447386286492
La Paz,Sur Yungas,Irupana,25 a 39 ,2012,3836,2119,1717,98.4358706986444,1.80753605438549
La Paz,Sur Yungas,Irupana,25 a 39 ,2024,6034,3470,2564,99.5359628770302,0.413843643082899
La Paz,Sur Yungas,Irupana,40 a 59 ,2001,2057,1145,912,76.6650461837628,30.5692178043362
La Paz,Sur Yungas,Irupana,40 a 59 ,2012,3476,1942,1534,94.3325661680092,7.24148950597309
La Paz,Sur Yungas,Irupana,40 a 59 ,2024,4727,2590,2137,96.8055849375925,3.73520053913128
La Paz,Sur Yungas,Irupana,60 o más ,2001,1200,679,521,45.3333333333333,38.7337141952572
La Paz,Sur Yungas,Irupana,60 o más ,2012,1908,1075,833,73.4800838574424,28.1443926407773
La Paz,Sur Yungas,Irupana,60 o más ,2024,2426,1354,1072,80.7914262159934,25.252017240239
La Paz,Sur Yungas,Irupana,Urbana,2024,2094,948,1146,95.1289398280802,5.43110875472198
La Paz,Sur Yungas,Irupana,15 a 24 ,2024,481,236,245,99.7920997920998,-0.423728813559322
La Paz,Sur Yungas,Irupana,25 a 39 ,2024,558,236,322,99.4623655913979,0.931677018633536
La Paz,Sur Yungas,Irupana,40 a 59 ,2024,598,267,331,95.9866220735786,3.8675220928522
La Paz,Sur Yungas,Irupana,60 o más ,2024,457,209,248,83.8074398249453,19.2583732057416
La Paz,Sur Yungas,Irupana,Rural,2001,7092,3870,3222,81.8809926677947,16.3921008185007
La Paz,Sur Yungas,Irupana,Rural,2012,12336,6808,5528,93.6121919584955,6.74846651849107
La Paz,Sur Yungas,Irupana,Rural,2024,14904,8604,6300,96.2761674718196,4.68519625423392
La Paz,Sur Yungas,Irupana,15 a 24 ,2001,1728,921,807,97.5694444444444,1.94955378225542
La Paz,Sur Yungas,Irupana,15 a 24 ,2012,3116,1672,1444,99.1976893453145,0.182573659027952
La Paz,Sur Yungas,Irupana,15 a 24 ,2024,3330,1902,1428,99.6696696696697,-0.333130097464846
La Paz,Sur Yungas,Irupana,25 a 39 ,2001,2107,1125,982,94.921689606075,5.17447386286492
La Paz,Sur Yungas,Irupana,25 a 39 ,2012,3836,2119,1717,98.4358706986444,1.80753605438549
La Paz,Sur Yungas,Irupana,25 a 39 ,2024,5476,3234,2242,99.5434623813002,0.359830900164781
La Paz,Sur Yungas,Irupana,40 a 59 ,2001,2057,1145,912,76.6650461837628,30.5692178043362
La Paz,Sur Yungas,Irupana,40 a 59 ,2012,3476,1942,1534,94.3325661680092,7.24148950597309
La Paz,Sur Yungas,Irupana,40 a 59 ,2024,4129,2323,1806,96.9241947202713,3.68587703779767
La Paz,Sur Yungas,Irupana,60 o más ,2001,1200,679,521,45.3333333333333,38.7337141952572
La Paz,Sur Yungas,Irupana,60 o más ,2012,1908,1075,833,73.4800838574424,28.1443926407773
La Paz,Sur Yungas,Irupana,60 o más ,2024,1969,1145,824,80.0914169629253,27.3293551532624
La Paz,Sur Yungas,Yanacachi,Yanacachi,2001,2774,1551,1223,87.635183850036,10.2044259157044
La Paz,Sur Yungas,Yanacachi,Yanacachi,2012,4659,2581,2078,95.5784503112256,4.09323109314047
La Paz,Sur Yungas,Yanacachi,Yanacachi,2024,5706,3000,2706,97.0732562215212,3.21936437546192
La Paz,Sur Yungas,Yanacachi,15 a 24 ,2001,672,322,350,98.5119047619048,1.66459627329193
La Paz,Sur Yungas,Yanacachi,15 a 24 ,2012,1115,617,498,99.8206278026906,0.401606425702823
La Paz,Sur Yungas,Yanacachi,15 a 24 ,2024,1156,595,561,99.9134948096886,0.178253119429598
La Paz,Sur Yungas,Yanacachi,25 a 39 ,2001,901,517,384,96.7813540510544,1.65215989684074
La Paz,Sur Yungas,Yanacachi,25 a 39 ,2012,1549,833,716,98.2569399612653,-0.644168281837878
La Paz,Sur Yungas,Yanacachi,25 a 39 ,2024,1764,904,860,99.3764172335601,-0.0823214653220816
La Paz,Sur Yungas,Yanacachi,40 a 59 ,2001,811,486,325,85.2034525277435,19.4656536878759
La Paz,Sur Yungas,Yanacachi,40 a 59 ,2012,1334,759,575,96.2518740629685,4.4163372859025
La Paz,Sur Yungas,Yanacachi,40 a 59 ,2024,1785,959,826,97.4789915966387,1.84249129566462
La Paz,Sur Yungas,Yanacachi,60 o más ,2001,390,226,164,52.8205128205128,35.3820418735161
La Paz,Sur Yungas,Yanacachi,60 o más ,2012,661,372,289,80.7866868381241,21.8104699185177
La Paz,Sur Yungas,Yanacachi,60 o más ,2024,1001,542,459,89.010989010989,15.9178062368859
La Paz,Sur Yungas,Yanacachi,Rural,2001,2774,1551,1223,87.635183850036,10.2044259157044
La Paz,Sur Yungas,Yanacachi,Rural,2012,4659,2581,2078,95.5784503112256,4.09323109314047
La Paz,Sur Yungas,Yanacachi,Rural,2024,5706,3000,2706,97.0732562215212,3.21936437546192
La Paz,Sur Yungas,Yanacachi,15 a 24 ,2001,672,322,350,98.5119047619048,1.66459627329193
La Paz,Sur Yungas,Yanacachi,15 a 24 ,2012,1115,617,498,99.8206278026906,0.401606425702823
La Paz,Sur Yungas,Yanacachi,15 a 24 ,2024,1156,595,561,99.9134948096886,0.178253119429598
La Paz,Sur Yungas,Yanacachi,25 a 39 ,2001,901,517,384,96.7813540510544,1.65215989684074
La Paz,Sur Yungas,Yanacachi,25 a 39 ,2012,1549,833,716,98.2569399612653,-0.644168281837878
La Paz,Sur Yungas,Yanacachi,25 a 39 ,2024,1764,904,860,99.3764172335601,-0.0823214653220816
La Paz,Sur Yungas,Yanacachi,40 a 59 ,2001,811,486,325,85.2034525277435,19.4656536878759
La Paz,Sur Yungas,Yanacachi,40 a 59 ,2012,1334,759,575,96.2518740629685,4.4163372859025
La Paz,Sur Yungas,Yanacachi,40 a 59 ,2024,1785,959,826,97.4789915966387,1.84249129566462
La Paz,Sur Yungas,Yanacachi,60 o más ,2001,390,226,164,52.8205128205128,35.3820418735161
La Paz,Sur Yungas,Yanacachi,60 o más ,2012,661,372,289,80.7866868381241,21.8104699185177
La Paz,Sur Yungas,Yanacachi,60 o más ,2024,1001,542,459,89.010989010989,15.9178062368859
La Paz,Sur Yungas,Palos Blancos,Palos Blancos,2001,9506,5493,4013,88.5756364401431,15.1166999623334
La Paz,Sur Yungas,Palos Blancos,Palos Blancos,2012,16044,8929,7115,95.1259037646472,5.91475485494335
La Paz,Sur Yungas,Palos Blancos,Palos Blancos,2024,18914,10141,8773,95.5852807444221,5.07458872977757
La Paz,Sur Yungas,Palos Blancos,15 a 24 ,2001,3188,1780,1408,98.4002509410289,1.58691905005107
La Paz,Sur Yungas,Palos Blancos,15 a 24 ,2012,5158,2762,2396,99.5153160139589,0.263986924865122
La Paz,Sur Yungas,Palos Blancos,15 a 24 ,2024,5006,2666,2340,98.4019176987615,-0.352684324927381
La Paz,Sur Yungas,Palos Blancos,25 a 39 ,2001,3286,1893,1393,94.2483262325015,10.4524964267417
