DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA_Y_GRUPO_DE_EDAD,AÑO,Población_Total,Hombres,Mujeres,Tasa_Total,Brecha
Potosí,Charcas,San Pedro,15 a 24 ,2024,4350,2351,1999,98.7126436781609,0.487398101432675
Potosí,Charcas,San Pedro,25 a 39 ,2001,4543,2244,2299,66.5639445300462,31.9928101732211
Potosí,Charcas,San Pedro,25 a 39 ,2012,4743,2464,2279,90.8918406072106,7.89098872825288
Potosí,Charcas,San Pedro,25 a 39 ,2024,4523,2602,1921,95.0917532611099,5.22230727094562
Potosí,Charcas,San Pedro,40 a 59 ,2001,4538,2304,2234,42.6619656236227,44.5296180244703
Potosí,Charcas,San Pedro,40 a 59 ,2012,5077,2592,2485,77.7230648020485,21.3936396154706
Potosí,Charcas,San Pedro,40 a 59 ,2024,5380,2907,2473,79.5724907063197,23.036729252466
Potosí,Charcas,San Pedro,60 o más ,2001,3019,1424,1595,17.4561112951308,23.0517593603607
Potosí,Charcas,San Pedro,60 o más ,2012,3460,1653,1807,54.9421965317919,26.2723340802438
Potosí,Charcas,San Pedro,60 o más ,2024,4005,1942,2063,47.2159800249688,40.6928907288587
Potosí,Charcas,Toro Toro,Toro Toro,2001,5893,2857,3036,58.4591888681487,27.5034667411895
Potosí,Charcas,Toro Toro,Toro Toro,2012,6559,3296,3263,80.3323677389846,18.1279270520606
Potosí,Charcas,Toro Toro,Toro Toro,2024,7119,3649,3470,83.6072482090181,16.0332584901473
Potosí,Charcas,Toro Toro,15 a 24 ,2001,1217,617,600,90.304026294166,8.81820637493247
Potosí,Charcas,Toro Toro,15 a 24 ,2012,1423,766,657,97.8917779339424,1.45590169732665
Potosí,Charcas,Toro Toro,15 a 24 ,2024,1558,788,770,99.2939666238768,0.144703012723312
Potosí,Charcas,Toro Toro,25 a 39 ,2001,1658,788,870,75.211097708082,26.4426162553241
Potosí,Charcas,Toro Toro,25 a 39 ,2012,1645,837,808,92.4012158054711,8.90290641967424
Potosí,Charcas,Toro Toro,25 a 39 ,2024,1799,949,850,96.7204002223458,2.926796008182
Potosí,Charcas,Toro Toro,40 a 59 ,2001,1602,798,804,49.5006242197253,40.9456477013429
Potosí,Charcas,Toro Toro,40 a 59 ,2012,1950,1001,949,82.6666666666667,20.4261491932725
Potosí,Charcas,Toro Toro,40 a 59 ,2024,2094,1091,1003,86.6284622731614,16.6260156286411
Potosí,Charcas,Toro Toro,60 o más ,2001,1416,654,762,21.6101694915254,25.1944424378145
Potosí,Charcas,Toro Toro,60 o más ,2012,1541,692,849,48.2803374432187,31.1868093711064
Potosí,Charcas,Toro Toro,60 o más ,2024,1668,821,847,51.0191846522782,41.048941093233
Potosí,Charcas,Toro Toro,Rural,2001,5893,2857,3036,58.4591888681487,27.5034667411895
Potosí,Charcas,Toro Toro,Rural,2012,6559,3296,3263,80.3323677389846,18.1279270520606
Potosí,Charcas,Toro Toro,Rural,2024,7119,3649,3470,83.6072482090181,16.0332584901473
Potosí,Charcas,Toro Toro,15 a 24 ,2001,1217,617,600,90.304026294166,8.81820637493247
Potosí,Charcas,Toro Toro,15 a 24 ,2012,1423,766,657,97.8917779339424,1.45590169732665
Potosí,Charcas,Toro Toro,15 a 24 ,2024,1558,788,770,99.2939666238768,0.144703012723312
Potosí,Charcas,Toro Toro,25 a 39 ,2001,1658,788,870,75.211097708082,26.4426162553241
Potosí,Charcas,Toro Toro,25 a 39 ,2012,1645,837,808,92.4012158054711,8.90290641967424
Potosí,Charcas,Toro Toro,25 a 39 ,2024,1799,949,850,96.7204002223458,2.926796008182
Potosí,Charcas,Toro Toro,40 a 59 ,2001,1602,798,804,49.5006242197253,40.9456477013429
Potosí,Charcas,Toro Toro,40 a 59 ,2012,1950,1001,949,82.6666666666667,20.4261491932725
Potosí,Charcas,Toro Toro,40 a 59 ,2024,2094,1091,1003,86.6284622731614,16.6260156286411
Potosí,Charcas,Toro Toro,60 o más ,2001,1416,654,762,21.6101694915254,25.1944424378145
Potosí,Charcas,Toro Toro,60 o más ,2012,1541,692,849,48.2803374432187,31.1868093711064
Potosí,Charcas,Toro Toro,60 o más ,2024,1668,821,847,51.0191846522782,41.048941093233
Potosí,Nor Chichas,Toro Toro,Nor Chichas,2001,20517,9220,11297,70.6194862796705,35.6311938151088
Potosí,Nor Chichas,Toro Toro,Nor Chichas,2012,28216,13443,14773,87.8969379075702,16.9786742048412
Potosí,Nor Chichas,Toro Toro,Nor Chichas,2024,28537,13871,14666,90.9100466061604,14.0820288300047
Potosí,Nor Chichas,Toro Toro,15 a 24 ,2001,5251,2555,2696,97.752808988764,2.31861945217094
Potosí,Nor Chichas,Toro Toro,15 a 24 ,2012,7527,3828,3699,99.1630131526505,0.37422212730543
Potosí,Nor Chichas,Toro Toro,15 a 24 ,2024,5859,2936,2923,99.6415770609319,0.0357262377405192
Potosí,Nor Chichas,Toro Toro,25 a 39 ,2001,5214,2481,2733,90.3337169159954,14.8271539883134
Potosí,Nor Chichas,Toro Toro,25 a 39 ,2012,7919,3970,3949,97.9290314433641,2.18299056037526
Potosí,Nor Chichas,Toro Toro,25 a 39 ,2024,8071,4145,3926,99.2937678106802,0.3111359917214
Potosí,Nor Chichas,Toro Toro,40 a 59 ,2001,6047,2728,3319,59.0044650239788,57.1931225088997
Potosí,Nor Chichas,Toro Toro,40 a 59 ,2012,7401,3526,3875,87.3665720848534,18.9289810257442
Potosí,Nor Chichas,Toro Toro,40 a 59 ,2024,8331,4115,4216,95.7268035049814,6.66726420901915
Potosí,Nor Chichas,Toro Toro,60 o más ,2001,4005,1456,2549,26.916354556804,53.9667570562039
Potosí,Nor Chichas,Toro Toro,60 o más ,2012,5369,2119,3250,58.0368783758614,48.117602642756
Potosí,Nor Chichas,Toro Toro,60 o más ,2024,6276,2675,3601,65.5831739961759,47.7996818121654
Potosí,Nor Chichas,Toro Toro,Urbana,2012,4111,1961,2150,95.1593286305035,7.11068154596018
Potosí,Nor Chichas,Toro Toro,Urbana,2024,2281,983,1298,95.2652345462517,7.06909605042267
Potosí,Nor Chichas,Toro Toro,15 a 24 ,2012,1228,612,616,99.4299674267101,0.484890926067394
Potosí,Nor Chichas,Toro Toro,15 a 24 ,2024,568,271,297,99.6478873239437,-0.738007380073796
Potosí,Nor Chichas,Toro Toro,25 a 39 ,2012,1542,734,808,98.8326848249027,1.4477162975153
Potosí,Nor Chichas,Toro Toro,25 a 39 ,2024,651,291,360,99.6927803379416,-0.0658648339060761
Potosí,Nor Chichas,Toro Toro,40 a 59 ,2012,948,458,490,93.6708860759494,10.1327867391498
Potosí,Nor Chichas,Toro Toro,40 a 59 ,2024,656,265,391,97.5609756097561,4.0920716112532
Potosí,Nor Chichas,Toro Toro,60 o más ,2012,393,157,236,70.9923664122137,35.57702688114
Potosí,Nor Chichas,Toro Toro,60 o más ,2024,406,156,250,78.3251231527094,31.0358974358974
Potosí,Nor Chichas,Toro Toro,Rural,2001,20517,9220,11297,70.6194862796705,35.6311938151088
Potosí,Nor Chichas,Toro Toro,Rural,2012,24105,11482,12623,86.6583696328563,18.658457562121
Potosí,Nor Chichas,Toro Toro,Rural,2024,26256,12888,13368,90.5316879951249,14.7867221202527
Potosí,Nor Chichas,Toro Toro,15 a 24 ,2001,5251,2555,2696,97.752808988764,2.31861945217094
Potosí,Nor Chichas,Toro Toro,15 a 24 ,2012,6299,3216,3083,99.1109699952373,0.355211858321113
Potosí,Nor Chichas,Toro Toro,15 a 24 ,2024,5291,2665,2626,99.6408996408996,0.118700425389633
Potosí,Nor Chichas,Toro Toro,25 a 39 ,2001,5214,2481,2733,90.3337169159954,14.8271539883134
Potosí,Nor Chichas,Toro Toro,25 a 39 ,2012,6377,3236,3141,97.7105221891171,2.38958485582249
Potosí,Nor Chichas,Toro Toro,25 a 39 ,2024,7420,3854,3566,99.2587601078167,0.35457112247046
Potosí,Nor Chichas,Toro Toro,40 a 59 ,2001,6047,2728,3319,59.0044650239788,57.1931225088997
Potosí,Nor Chichas,Toro Toro,40 a 59 ,2012,6453,3068,3385,86.4404153107082,20.1949027363994
Potosí,Nor Chichas,Toro Toro,40 a 59 ,2024,7675,3850,3825,95.5700325732899,6.96052966641202
Potosí,Nor Chichas,Toro Toro,60 o más ,2001,4005,1456,2549,26.916354556804,53.9667570562039
Potosí,Nor Chichas,Toro Toro,60 o más ,2012,4976,1962,3014,57.0136655948553,49.0906182294383
Potosí,Nor Chichas,Toro Toro,60 o más ,2024,5870,2519,3351,64.7018739352641,49.1064448537874
Potosí,Nor Chichas,Cotagaita,Cotagaita,2001,13957,6338,7619,70.6097298846457,35.9481728655724
Potosí,Nor Chichas,Cotagaita,Cotagaita,2012,21168,10245,10923,89.7156084656085,14.4259088208167
Potosí,Nor Chichas,Cotagaita,Cotagaita,2024,21100,10351,10749,91.2559241706161,13.4094969069609
Potosí,Nor Chichas,Cotagaita,15 a 24 ,2001,3659,1808,1851,97.4856518174365,2.67426002686901
Potosí,Nor Chichas,Cotagaita,15 a 24 ,2012,5767,2946,2821,99.1503381307439,0.349117627877234
Potosí,Nor Chichas,Cotagaita,15 a 24 ,2024,4399,2230,2169,99.7726756080928,-0.0846415140369743
Potosí,Nor Chichas,Cotagaita,25 a 39 ,2001,3720,1779,1941,89.5161290322581,16.3221440591896
Potosí,Nor Chichas,Cotagaita,25 a 39 ,2012,6304,3200,3104,98.0647208121827,2.21681701030929
Potosí,Nor Chichas,Cotagaita,25 a 39 ,2024,6294,3260,3034,99.3644741023197,0.23660275568102
Potosí,Nor Chichas,Cotagaita,40 a 59 ,2001,4063,1876,2187,57.1252768889983,58.6582080777769
Potosí,Nor Chichas,Cotagaita,40 a 59 ,2012,5487,2653,2834,88.0444687443047,18.0389652225241
Potosí,Nor Chichas,Cotagaita,40 a 59 ,2024,6135,3023,3112,95.6153219233904,6.88319711687686
Potosí,Nor Chichas,Cotagaita,60 o más ,2001,2515,875,1640,25.3280318091451,52.9954703832753
Potosí,Nor Chichas,Cotagaita,60 o más ,2012,3610,1446,2164,62.6038781163435,42.3106127426542
Potosí,Nor Chichas,Cotagaita,60 o más ,2024,4272,1838,2434,64.2790262172285,48.5623954442997
Potosí,Nor Chichas,Cotagaita,Urbana,2012,4111,1961,2150,95.1593286305035,7.11068154596018
Potosí,Nor Chichas,Cotagaita,Urbana,2024,2281,983,1298,95.2652345462517,7.06909605042267
Potosí,Nor Chichas,Cotagaita,15 a 24 ,2012,1228,612,616,99.4299674267101,0.484890926067394
Potosí,Nor Chichas,Cotagaita,15 a 24 ,2024,568,271,297,99.6478873239437,-0.738007380073796
Potosí,Nor Chichas,Cotagaita,25 a 39 ,2012,1542,734,808,98.8326848249027,1.4477162975153
Potosí,Nor Chichas,Cotagaita,25 a 39 ,2024,651,291,360,99.6927803379416,-0.0658648339060761
Potosí,Nor Chichas,Cotagaita,40 a 59 ,2012,948,458,490,93.6708860759494,10.1327867391498
Potosí,Nor Chichas,Cotagaita,40 a 59 ,2024,656,265,391,97.5609756097561,4.0920716112532
Potosí,Nor Chichas,Cotagaita,60 o más ,2012,393,157,236,70.9923664122137,35.57702688114
Potosí,Nor Chichas,Cotagaita,60 o más ,2024,406,156,250,78.3251231527094,31.0358974358974
Potosí,Nor Chichas,Cotagaita,Rural,2001,13957,6338,7619,70.6097298846457,35.9481728655724
Potosí,Nor Chichas,Cotagaita,Rural,2012,17057,8284,8773,88.4035879697485,16.2329998492478
Potosí,Nor Chichas,Cotagaita,Rural,2024,18819,9368,9451,90.7699665231946,14.3192016695218
Potosí,Nor Chichas,Cotagaita,15 a 24 ,2001,3659,1808,1851,97.4856518174365,2.67426002686901
Potosí,Nor Chichas,Cotagaita,15 a 24 ,2012,4539,2334,2205,99.074686054197,0.317227147928577
Potosí,Nor Chichas,Cotagaita,15 a 24 ,2024,3831,1959,1872,99.791177238319,0.00948940458894754
Potosí,Nor Chichas,Cotagaita,25 a 39 ,2001,3720,1779,1941,89.5161290322581,16.3221440591896
Potosí,Nor Chichas,Cotagaita,25 a 39 ,2012,4762,2466,2296,97.8160436791264,2.51108454775893
Potosí,Nor Chichas,Cotagaita,25 a 39 ,2024,5643,2969,2674,99.3265993265993,0.283835484751037
Potosí,Nor Chichas,Cotagaita,40 a 59 ,2001,4063,1876,2187,57.1252768889983,58.6582080777769
Potosí,Nor Chichas,Cotagaita,40 a 59 ,2012,4539,2195,2344,86.8693544833664,19.6923079913238
Potosí,Nor Chichas,Cotagaita,40 a 59 ,2024,5479,2758,2721,95.3823690454463,7.32679966921259
Potosí,Nor Chichas,Cotagaita,60 o más ,2001,2515,875,1640,25.3280318091451,52.9954703832753
Potosí,Nor Chichas,Cotagaita,60 o más ,2012,3217,1289,1928,61.5791109729562,43.1375121117403
Potosí,Nor Chichas,Cotagaita,60 o más ,2024,3866,1682,2184,62.8039317123642,50.6878476260165
Potosí,Nor Chichas,Vitichi,Vitichi,2001,6560,2882,3678,70.640243902439,34.9752207453663
Potosí,Nor Chichas,Vitichi,Vitichi,2012,7048,3198,3850,82.4347332576618,24.0845008649887
Potosí,Nor Chichas,Vitichi,Vitichi,2024,7437,3520,3917,89.9287347048541,15.9393857195906
Potosí,Nor Chichas,Vitichi,15 a 24 ,2001,1592,747,845,98.3668341708543,1.56365105391983
Potosí,Nor Chichas,Vitichi,15 a 24 ,2012,1760,882,878,99.2045454545455,0.458163523571926
Potosí,Nor Chichas,Vitichi,15 a 24 ,2024,1460,706,754,99.2465753424658,0.361809724904376
Potosí,Nor Chichas,Vitichi,25 a 39 ,2001,1494,702,792,92.3694779116466,11.1693861693862
Potosí,Nor Chichas,Vitichi,25 a 39 ,2012,1615,770,845,97.3993808049536,1.9918542995466
Potosí,Nor Chichas,Vitichi,25 a 39 ,2024,1777,885,892,99.0433314575127,0.555217754807316
Potosí,Nor Chichas,Vitichi,40 a 59 ,2001,1984,852,1132,62.8528225806452,54.8205013354568
Potosí,Nor Chichas,Vitichi,40 a 59 ,2012,1914,873,1041,85.423197492163,21.3253183068091
Potosí,Nor Chichas,Vitichi,40 a 59 ,2024,2196,1092,1104,96.0382513661202,6.0588867654085
Potosí,Nor Chichas,Vitichi,60 o más ,2001,1490,581,909,29.5973154362416,55.3082674876782
Potosí,Nor Chichas,Vitichi,60 o más ,2012,1759,673,1086,48.664013644116,59.5635660123851
Potosí,Nor Chichas,Vitichi,60 o más ,2024,2004,837,1167,68.3632734530938,46.3259345256194
Potosí,Nor Chichas,Vitichi,Rural,2001,6560,2882,3678,70.640243902439,34.9752207453663
Potosí,Nor Chichas,Vitichi,Rural,2012,7048,3198,3850,82.4347332576618,24.0845008649887
Potosí,Nor Chichas,Vitichi,Rural,2024,7437,3520,3917,89.9287347048541,15.9393857195906
Potosí,Nor Chichas,Vitichi,15 a 24 ,2001,1592,747,845,98.3668341708543,1.56365105391983
Potosí,Nor Chichas,Vitichi,15 a 24 ,2012,1760,882,878,99.2045454545455,0.458163523571926
Potosí,Nor Chichas,Vitichi,15 a 24 ,2024,1460,706,754,99.2465753424658,0.361809724904376
Potosí,Nor Chichas,Vitichi,25 a 39 ,2001,1494,702,792,92.3694779116466,11.1693861693862
Potosí,Nor Chichas,Vitichi,25 a 39 ,2012,1615,770,845,97.3993808049536,1.9918542995466
Potosí,Nor Chichas,Vitichi,25 a 39 ,2024,1777,885,892,99.0433314575127,0.555217754807316
Potosí,Nor Chichas,Vitichi,40 a 59 ,2001,1984,852,1132,62.8528225806452,54.8205013354568
Potosí,Nor Chichas,Vitichi,40 a 59 ,2012,1914,873,1041,85.423197492163,21.3253183068091
Potosí,Nor Chichas,Vitichi,40 a 59 ,2024,2196,1092,1104,96.0382513661202,6.0588867654085
Potosí,Nor Chichas,Vitichi,60 o más ,2001,1490,581,909,29.5973154362416,55.3082674876782
Potosí,Nor Chichas,Vitichi,60 o más ,2012,1759,673,1086,48.664013644116,59.5635660123851
Potosí,Nor Chichas,Vitichi,60 o más ,2024,2004,837,1167,68.3632734530938,46.3259345256194
Potosí,Alonso de Ibáñez,Vitichi,Alonso de Ibáñez,2001,15803,7768,8035,62.6969562741252,36.6035117986
Potosí,Alonso de Ibáñez,Vitichi,Alonso de Ibáñez,2012,17479,8932,8547,85.3538531952629,18.7331308020963
Potosí,Alonso de Ibáñez,Vitichi,Alonso de Ibáñez,2024,17073,9368,7705,86.2062906343349,19.9206183835953
Potosí,Alonso de Ibáñez,Vitichi,15 a 24 ,2001,4307,2176,2131,86.4871140004644,17.9300185289977
Potosí,Alonso de Ibáñez,Vitichi,15 a 24 ,2012,4506,2429,2077,98.2911673324456,1.02780298959392
Potosí,Alonso de Ibáñez,Vitichi,15 a 24 ,2024,3857,2076,1781,99.3777547316567,0.304379670229196
Potosí,Alonso de Ibáñez,Vitichi,25 a 39 ,2001,4693,2373,2320,73.2793522267207,36.6619076681634
Potosí,Alonso de Ibáñez,Vitichi,25 a 39 ,2012,4913,2648,2265,93.2627722369225,10.354134571137
Potosí,Alonso de Ibáñez,Vitichi,25 a 39 ,2024,4607,2843,1764,97.6991534621229,4.0799377553812
Potosí,Alonso de Ibáñez,Vitichi,40 a 59 ,2001,4204,2070,2134,49.5718363463368,49.8557968750707
Potosí,Alonso de Ibáñez,Vitichi,40 a 59 ,2012,4946,2487,2459,81.6619490497372,26.2901532867209
Potosí,Alonso de Ibáñez,Vitichi,40 a 59 ,2024,5191,2879,2312,85.2244268926989,24.362223282546
Potosí,Alonso de Ibáñez,Vitichi,60 o más ,2001,2599,1149,1450,25.3943824547903,35.9135680201675
Potosí,Alonso de Ibáñez,Vitichi,60 o más ,2012,3114,1368,1746,60.019267822736,35.1924700066317
Potosí,Alonso de Ibáñez,Vitichi,60 o más ,2024,3418,1570,1848,57.3434757167935,42.8472164777897
Potosí,Alonso de Ibáñez,Vitichi,Urbana,2012,1650,796,854,91.5757575757576,8.99462182104905
Potosí,Alonso de Ibáñez,Vitichi,Urbana,2024,1603,703,900,91.0168434185901,10.1727516990675
Potosí,Alonso de Ibáñez,Vitichi,15 a 24 ,2012,439,256,183,99.3166287015945,-0.234801912568301
Potosí,Alonso de Ibáñez,Vitichi,15 a 24 ,2024,346,157,189,99.1329479768786,0.421258383041831
Potosí,Alonso de Ibáñez,Vitichi,25 a 39 ,2012,470,205,265,94.8936170212766,6.46111366774045
Potosí,Alonso de Ibáñez,Vitichi,25 a 39 ,2024,416,183,233,96.875,4.60376650484298
Potosí,Alonso de Ibáñez,Vitichi,40 a 59 ,2012,447,201,246,87.6957494407159,11.5095255430166
Potosí,Alonso de Ibáñez,Vitichi,40 a 59 ,2024,474,206,268,88.3966244725738,13.6538182872048
Potosí,Alonso de Ibáñez,Vitichi,60 o más ,2012,294,134,160,80.6122448979592,17.7985074626866
Potosí,Alonso de Ibáñez,Vitichi,60 o más ,2024,367,157,210,80.1089918256131,20.2911737943585
Potosí,Alonso de Ibáñez,Vitichi,Rural,2001,15803,7768,8035,62.6969562741252,36.6035117986
Potosí,Alonso de Ibáñez,Vitichi,Rural,2012,15829,8136,7693,84.7052877629667,19.8368218640067
Potosí,Alonso de Ibáñez,Vitichi,Rural,2024,15470,8665,6805,85.7078215901745,21.2881468897187
Potosí,Alonso de Ibáñez,Vitichi,15 a 24 ,2001,4307,2176,2131,86.4871140004644,17.9300185289977
Potosí,Alonso de Ibáñez,Vitichi,15 a 24 ,2012,4067,2173,1894,98.1804770100812,1.14018109358834
Potosí,Alonso de Ibáñez,Vitichi,15 a 24 ,2024,3511,1919,1592,99.401879806323,0.284774576373266
Potosí,Alonso de Ibáñez,Vitichi,25 a 39 ,2001,4693,2373,2320,73.2793522267207,36.6619076681634
Potosí,Alonso de Ibáñez,Vitichi,25 a 39 ,2012,4443,2443,2000,93.0902543326581,10.8942693409742
Potosí,Alonso de Ibáñez,Vitichi,25 a 39 ,2024,4191,2660,1531,97.780959198282,4.0162457089818
Potosí,Alonso de Ibáñez,Vitichi,40 a 59 ,2001,4204,2070,2134,49.5718363463368,49.8557968750707
Potosí,Alonso de Ibáñez,Vitichi,40 a 59 ,2012,4499,2286,2213,81.062458324072,27.9168589014489
Potosí,Alonso de Ibáñez,Vitichi,40 a 59 ,2024,4717,2673,2044,84.9056603773585,25.7685025949866
Potosí,Alonso de Ibáñez,Vitichi,60 o más ,2001,2599,1149,1450,25.3943824547903,35.9135680201675
Potosí,Alonso de Ibáñez,Vitichi,60 o más ,2012,2820,1234,1586,57.8723404255319,36.8659318469346
Potosí,Alonso de Ibáñez,Vitichi,60 o más ,2024,3051,1413,1638,54.6050475254015,45.930644019816
Potosí,Alonso de Ibáñez,Sacaca,Sacaca,2001,10591,5169,5422,59.8432631479558,36.1532613738273
Potosí,Alonso de Ibáñez,Sacaca,Sacaca,2012,11986,6033,5953,84.5236108793593,18.3452375950415
Potosí,Alonso de Ibáñez,Sacaca,Sacaca,2024,11099,5999,5100,84.9986485268943,20.0588398720048
Potosí,Alonso de Ibáñez,Sacaca,15 a 24 ,2001,2928,1450,1478,84.0846994535519,19.9160095189212
Potosí,Alonso de Ibáñez,Sacaca,15 a 24 ,2012,3250,1734,1516,97.7846153846154,1.04034474258428
Potosí,Alonso de Ibáñez,Sacaca,15 a 24 ,2024,2595,1370,1225,99.3063583815029,0.387010278563977
Potosí,Alonso de Ibáñez,Sacaca,25 a 39 ,2001,3141,1582,1559,69.4683221903852,39.9908285076904
Potosí,Alonso de Ibáñez,Sacaca,25 a 39 ,2012,3402,1780,1622,91.7989417989418,11.662879784979
Potosí,Alonso de Ibáñez,Sacaca,25 a 39 ,2024,2964,1784,1180,97.0310391363023,4.92323477996504
Potosí,Alonso de Ibáñez,Sacaca,40 a 59 ,2001,2776,1367,1409,45.6051873198847,47.0679916909947
Potosí,Alonso de Ibáñez,Sacaca,40 a 59 ,2012,3256,1607,1649,79.7604422604423,27.0622047342151
Potosí,Alonso de Ibáñez,Sacaca,40 a 59 ,2024,3376,1844,1532,82.4348341232227,27.9522040291567
Potosí,Alonso de Ibáñez,Sacaca,60 o más ,2001,1746,770,976,24.5131729667812,30.9575260804769
Potosí,Alonso de Ibáñez,Sacaca,60 o más ,2012,2078,912,1166,59.3358999037536,32.9966747916103
Potosí,Alonso de Ibáñez,Sacaca,60 o más ,2024,2164,1001,1163,55.3604436229205,39.9358165480264
Potosí,Alonso de Ibáñez,Sacaca,Urbana,2012,1650,796,854,91.5757575757576,8.99462182104905
Potosí,Alonso de Ibáñez,Sacaca,Urbana,2024,1603,703,900,91.0168434185901,10.1727516990675
Potosí,Alonso de Ibáñez,Sacaca,15 a 24 ,2012,439,256,183,99.3166287015945,-0.234801912568301
Potosí,Alonso de Ibáñez,Sacaca,15 a 24 ,2024,346,157,189,99.1329479768786,0.421258383041831
Potosí,Alonso de Ibáñez,Sacaca,25 a 39 ,2012,470,205,265,94.8936170212766,6.46111366774045
Potosí,Alonso de Ibáñez,Sacaca,25 a 39 ,2024,416,183,233,96.875,4.60376650484298
Potosí,Alonso de Ibáñez,Sacaca,40 a 59 ,2012,447,201,246,87.6957494407159,11.5095255430166
Potosí,Alonso de Ibáñez,Sacaca,40 a 59 ,2024,474,206,268,88.3966244725738,13.6538182872048
Potosí,Alonso de Ibáñez,Sacaca,60 o más ,2012,294,134,160,80.6122448979592,17.7985074626866
Potosí,Alonso de Ibáñez,Sacaca,60 o más ,2024,367,157,210,80.1089918256131,20.2911737943585
Potosí,Alonso de Ibáñez,Sacaca,Rural,2001,10591,5169,5422,59.8432631479558,36.1532613738273
Potosí,Alonso de Ibáñez,Sacaca,Rural,2012,10336,5237,5099,83.3978328173375,19.9515246393324
Potosí,Alonso de Ibáñez,Sacaca,Rural,2024,9496,5296,4200,83.9827295703454,22.3821752265861
Potosí,Alonso de Ibáñez,Sacaca,15 a 24 ,2001,2928,1450,1478,84.0846994535519,19.9160095189212
Potosí,Alonso de Ibáñez,Sacaca,15 a 24 ,2012,2811,1478,1333,97.5453575240128,1.18131698012459
Potosí,Alonso de Ibáñez,Sacaca,15 a 24 ,2024,2249,1213,1036,99.3330369052912,0.374084483730002
Potosí,Alonso de Ibáñez,Sacaca,25 a 39 ,2001,3141,1582,1559,69.4683221903852,39.9908285076904
Potosí,Alonso de Ibáñez,Sacaca,25 a 39 ,2012,2932,1575,1357,91.3028649386085,12.7553543647869
Potosí,Alonso de Ibáñez,Sacaca,25 a 39 ,2024,2548,1601,947,97.0565149136578,5.06276766039177
Potosí,Alonso de Ibáñez,Sacaca,40 a 59 ,2001,2776,1367,1409,45.6051873198847,47.0679916909947
Potosí,Alonso de Ibáñez,Sacaca,40 a 59 ,2012,2809,1406,1403,78.497686009256,29.8074437118591
Potosí,Alonso de Ibáñez,Sacaca,40 a 59 ,2024,2902,1638,1264,81.461061337009,31.0698443609836
Potosí,Alonso de Ibáñez,Sacaca,60 o más ,2001,1746,770,976,24.5131729667812,30.9575260804769
Potosí,Alonso de Ibáñez,Sacaca,60 o más ,2012,1784,778,1006,55.8295964125561,35.2496844128034
Potosí,Alonso de Ibáñez,Sacaca,60 o más ,2024,1797,844,953,50.3060656649972,44.7761620823242
Potosí,Alonso de Ibáñez,Caripuyo,Caripuyo,2001,5212,2599,2613,68.495778971604,37.2830552302565
Potosí,Alonso de Ibáñez,Caripuyo,Caripuyo,2012,5493,2899,2594,87.1654833424358,19.4353169399067
Potosí,Alonso de Ibáñez,Caripuyo,Caripuyo,2024,5974,3369,2605,88.4499497823904,19.4763022226476
Potosí,Alonso de Ibáñez,Caripuyo,15 a 24 ,2001,1379,726,653,91.5881073241479,13.1100789321588
Potosí,Alonso de Ibáñez,Caripuyo,15 a 24 ,2012,1256,695,561,99.6019108280255,0.89126559714795
Potosí,Alonso de Ibáñez,Caripuyo,15 a 24 ,2024,1262,706,556,99.5245641838352,0.114639166853493
Potosí,Alonso de Ibáñez,Caripuyo,25 a 39 ,2001,1552,791,761,80.9922680412371,29.7407928552324
Potosí,Alonso de Ibáñez,Caripuyo,25 a 39 ,2012,1511,868,643,96.5585704831238,6.73344991435596
Potosí,Alonso de Ibáñez,Caripuyo,25 a 39 ,2024,1643,1059,584,98.9044430919051,2.28520703170476
Potosí,Alonso de Ibáñez,Caripuyo,40 a 59 ,2001,1428,703,725,57.2829131652661,55.2795408838966
Potosí,Alonso de Ibáñez,Caripuyo,40 a 59 ,2012,1690,880,810,85.3254437869823,24.452861952862
Potosí,Alonso de Ibáñez,Caripuyo,40 a 59 ,2024,1815,1035,780,90.4132231404959,17.1367521367521
Potosí,Alonso de Ibáñez,Caripuyo,60 o más ,2001,853,379,474,27.1981242672919,46.019393696492
Potosí,Alonso de Ibáñez,Caripuyo,60 o más ,2012,1036,456,580,61.3899613899614,39.5871143375681
Potosí,Alonso de Ibáñez,Caripuyo,60 o más ,2024,1254,569,685,60.7655502392344,48.0166254024861
Potosí,Alonso de Ibáñez,Caripuyo,Rural,2001,5212,2599,2613,68.495778971604,37.2830552302565
Potosí,Alonso de Ibáñez,Caripuyo,Rural,2012,5493,2899,2594,87.1654833424358,19.4353169399067
Potosí,Alonso de Ibáñez,Caripuyo,Rural,2024,5974,3369,2605,88.4499497823904,19.4763022226476
Potosí,Alonso de Ibáñez,Caripuyo,15 a 24 ,2001,1379,726,653,91.5881073241479,13.1100789321588
Potosí,Alonso de Ibáñez,Caripuyo,15 a 24 ,2012,1256,695,561,99.6019108280255,0.89126559714795
Potosí,Alonso de Ibáñez,Caripuyo,15 a 24 ,2024,1262,706,556,99.5245641838352,0.114639166853493
Potosí,Alonso de Ibáñez,Caripuyo,25 a 39 ,2001,1552,791,761,80.9922680412371,29.7407928552324
Potosí,Alonso de Ibáñez,Caripuyo,25 a 39 ,2012,1511,868,643,96.5585704831238,6.73344991435596
