iter	Logloss
182	0.2580646465
183	0.2572350502
184	0.2565173852
185	0.2558353073
186	0.2549439982
187	0.2538779911
188	0.2529224597
189	0.2521485278
190	0.2512268267
191	0.2504556054
192	0.2496432003
193	0.2488642743
194	0.2481016109
195	0.2475106089
196	0.2467575826
197	0.2460616764
198	0.2454139057
199	0.244620524
200	0.243928583
201	0.2433037507
202	0.2426304817
203	0.2419832631
204	0.2412183159
205	0.2402858232
206	0.2396757226
207	0.2390263457
208	0.238326926
209	0.2377804706
210	0.2371006012
211	0.2364744889
212	0.2358509114
213	0.2351309877
214	0.2344789505
215	0.2336662192
216	0.2330684662
217	0.2324323654
218	0.2317932029
219	0.2309779368
220	0.2303357626
221	0.2296479627
222	0.2289709041
223	0.2286269037
224	0.2280088475
225	0.2272898021
226	0.2265864924
227	0.2259453974
228	0.2253620248
229	0.2248581585
230	0.2245760466
231	0.2239931006
232	0.2232293079
233	0.2226801421
234	0.2220716225
235	0.2215557098
236	0.2207214707
237	0.2202008398
238	0.2197432769
239	0.2192067598
240	0.2186122443
241	0.2182534368
242	0.2177144854
243	0.2171243617
244	0.2165644545
245	0.2158032718
246	0.2151954801
247	0.214564725
248	0.2140670576
249	0.2134758548
250	0.2129327122
251	0.2121570487
252	0.2113648967
253	0.2109515792
254	0.2104179106
255	0.2097387816
256	0.2094456271
257	0.209034468
258	0.2084507189
259	0.2079210281
260	0.2074613822
261	0.2070924106
262	0.2064403233
263	0.2057819366
264	0.205563495
265	0.2050270909
266	0.2046393595
267	0.2042540249
268	0.2039050679
269	0.2032100276
270	0.2027487002
271	0.2022938226
272	0.2018828141
273	0.2014316132
274	0.2010534437
275	0.2008533227
276	0.2004910394
277	0.1998798471
278	0.1995212153
279	0.1991973174
280	0.1986939907
281	0.1983340037
282	0.1977307044
283	0.1973878208
284	0.1969803007
285	0.1965724544
286	0.1960397896
287	0.1957669258
288	0.1952866504
289	0.194892808
290	0.1945073479
291	0.1942673106
292	0.1939577052
293	0.1934764762
294	0.193073599
295	0.1926560151
296	0.1921697165
297	0.1917943202
298	0.1913126017
299	0.1910256712
300	0.1905627
301	0.1899576438
302	0.1895526083
303	0.1891925084
304	0.1889827251
305	0.1885482638
306	0.1880396793
307	0.1878013862
308	0.1874173064
309	0.1870002998
310	0.1866183908
311	0.18611465
312	0.185638365
313	0.1850689838
314	0.1844778437
315	0.1841595926
316	0.1838235855
317	0.183412715
318	0.1831351456
319	0.1828210228
320	0.1823944167
321	0.1820862921
322	0.1816076354
323	0.1812806129
324	0.1808338542
325	0.1807233911
326	0.1802680743
327	0.1799875937
328	0.1794057143
329	0.1788802272
330	0.1784273951
331	0.1780995319
332	0.1777082242
333	0.1774127985
334	0.1770209011
335	0.1766157401
336	0.1763684373
337	0.1759348041
338	0.1755403719
339	0.1752275542
340	0.1749102567
341	0.1747103616
342	0.1745675238
343	0.1742315041
344	0.1739165908
345	0.1735480208
346	0.1732541887
347	0.1730617598
348	0.1727705253
349	0.1724514208
350	0.1722684158
351	0.1719569407
352	0.1716990094
353	0.171293334
354	0.171140081
355	0.1708483947
356	0.1705937135
357	0.1702880483
358	0.1700123235
359	0.1696748734
360	0.1692280142
361	0.1688693574
362	0.1685884375
363	0.1683996979
364	0.1681640776
365	0.1679927173
366	0.1677021604
367	0.1674576308
368	0.1670787209
369	0.1668153437
370	0.1664639021
371	0.1660946294
372	0.1658874436
373	0.165669115
374	0.1654566715
375	0.165187384
376	0.164936417
377	0.1647134078
378	0.1643950814
379	0.163979957
380	0.1636322799
381	0.1633511844
382	0.1630529103
383	0.1626699849
384	0.1624378656
385	0.1621103663
386	0.1618287438
387	0.1614696478
388	0.1612234869
389	0.1609291779
390	0.1607010239
391	0.1604272943
392	0.1602017879
393	0.1599528664
394	0.1596516935
395	0.1593821927
396	0.1590803548
397	0.1588235152
398	0.1585345268
399	0.158424779
400	0.15821935
401	0.1579837674
402	0.1577293998
403	0.1574538381
404	0.1572277546
405	0.1569515404
406	0.1567241267
407	0.1564598334
408	0.1561799802
409	0.1558957727
410	0.1556045382
411	0.1555131611
412	0.1552175723
413	0.1548922815
414	0.1546128047
415	0.1544104375
416	0.1541600855
417	0.1539714211
418	0.1537346338
419	0.1536947552
420	0.1535145609
421	0.1531887305
422	0.1529635881
423	0.1528371761
424	0.1526081938
425	0.1522470273
426	0.1520177189
427	0.1519196661
428	0.1516323592
429	0.1513807146
430	0.1511595626
431	0.1508285999
432	0.1506421817
433	0.1503306941
434	0.1500306506
435	0.1499112154
436	0.1497332171
437	0.1494465878
438	0.1492672594
439	0.1491897734
440	0.1489247523
441	0.148770508
442	0.1486195263
443	0.1485195285
444	0.1483483064
445	0.1482366763
446	0.1480059373
447	0.1479749178
448	0.1477800796
449	0.147559693
450	0.1474197538
451	0.1472183654
452	0.1470942748
453	0.1468655436
454	0.1467325311
455	0.1465559006
456	0.1463553027
457	0.1461790612
458	0.1458991954
459	0.1456205217
460	0.1453718763
461	0.1451519163
462	0.1450192301
463	0.1448865062
464	0.1446742635
465	0.1444316161
466	0.1442406052
467	0.1439695986
468	0.1436306301
469	0.1435725062
470	0.1433935542
471	0.143149928
472	0.1429568466
473	0.1427844073
474	0.1425352598
475	0.1423449516
476	0.1420622374
477	0.1418600835
478	0.1416929647
479	0.1414538434
480	0.1411942808
481	0.1409560254
482	0.1407000391
483	0.140534288
484	0.1404266232
485	0.1403077276
486	0.1401147717
487	0.1399916975
488	0.1397802955
489	0.1396066139
490	0.139474806
491	0.1391401793
492	0.1389760218
493	0.1387915862
494	0.1385499051
495	0.1383205966
496	0.1381271136
497	0.1379039162
498	0.1376789495
499	0.1373713895
500	0.1370782099
501	0.1369445951
502	0.1368998603
503	0.1367414625
504	0.1365767027
505	0.1363819022
506	0.1362003402
507	0.1360340244
508	0.1359440402
509	0.1357707977
510	0.1356666716
511	0.1355134311
512	0.1353527245
513	0.1351585388
514	0.1350130909
515	0.1348149902
516	0.1346855164
517	0.1345133405
518	0.1343548674
519	0.1341759029
520	0.1339326783
521	0.1338462955
522	0.133679139
523	0.1334384743
524	0.1332706276
525	0.1330812856
526	0.132827558
527	0.1326526968
528	0.1324807217
529	0.1322770872
530	0.1320808812
531	0.1319384324
532	0.131802835
533	0.1316764229
534	0.1315940179
535	0.1314256568
536	0.1312743237
537	0.131098421
538	0.1309916848
539	0.1307832065
540	0.1306686903
541	0.130425265
542	0.130260455
543	0.130164937
544	0.1300168539
545	0.1299174208
546	0.1297981112
547	0.1296179044
548	0.1294623927
549	0.1293624451
550	0.12927093
551	0.1290859423
552	0.1288514012
553	0.1286806809
554	0.1285514832
555	0.1283774376
556	0.1282373479
557	0.1280872445
558	0.1279395505
559	0.1277968005
560	0.1276484665
561	0.1274291591
562	0.1272599446
563	0.1270951723
564	0.1269974834
565	0.1268521108
566	0.1266849041
567	0.1265355913
568	0.1264059042
569	0.1262871843
570	0.1261230142
571	0.1259147995
572	0.1258041984
573	0.1257271139
574	0.1256556762
575	0.1255256753
576	0.1253967034
577	0.1252957269
578	0.1251884134
579	0.1250415727
580	0.1248366707
581	0.1246089182
582	0.1243546636
583	0.1242289543
584	0.1241040732
585	0.1239999219
586	0.1239117698
587	0.1237610516
588	0.1235597259
589	0.1234023822
590	0.1232446871
591	0.12316951
592	0.1230036083
593	0.1228035375
594	0.1226361927
595	0.1223814613
596	0.1222239294
597	0.1220799496
598	0.1219613929
599	0.1217766185
600	0.1216869229
601	0.1215119738
602	0.1213577547
603	0.1212591372
604	0.121131508
605	0.1210147205
606	0.1209093646
607	0.120697285
608	0.1205247829
609	0.1204165408
610	0.1202188291
611	0.1200707586
612	0.1198900373
613	0.1197704265
614	0.1196014881
615	0.1194876119
616	0.1193635087
617	0.1192334075
618	0.1190880725
619	0.1188180572
620	0.1186516536
621	0.1184753619
622	0.1183671951
623	0.1181693077
624	0.1180368976
625	0.117822233
626	0.1176915922
627	0.1175846175
628	0.1174350036
629	0.1173384692
630	0.1173075375
631	0.1172326991
632	0.1171377835
633	0.1170467327
634	0.1169223158
635	0.1168368992
636	0.1166772215
637	0.1165768598
638	0.1164654305
639	0.1162854496
640	0.1160991568
641	0.115992772
642	0.1157335106
643	0.1156484955
644	0.1154994337
645	0.1153835999
646	0.115108741
647	0.1150072876
648	0.1148991459
649	0.1147059892
650	0.1145014135
651	0.114373182
652	0.1141861865
653	0.1140473516
654	0.1139230979
655	0.1138000614
656	0.1137090482
657	0.1136562448
658	0.1134816094
659	0.1133233372
660	0.1131669597
661	0.1129554196
662	0.112889064
663	0.1128601275
664	0.1127641577
665	0.112644045
666	0.1125778399
667	0.1124169701
668	0.1122865551
669	0.1121317211
670	0.1120471703
671	0.1119567093
672	0.1118608023
673	0.1117434
674	0.1115923681
675	0.1114478111
676	0.1113306096
677	0.111177457
678	0.1110120573
679	0.1108969889
680	0.1107973049
681	0.1106374389
682	0.1105419962
683	0.110428007
684	0.1102218628
685	0.1100756244
686	0.1100293586
687	0.1099450212
688	0.1097492168
689	0.109610407
690	0.1094908714
691	0.1094105369
692	0.1093171647
693	0.1093006385
694	0.1091707129
695	0.109040963
696	0.1089784723
697	0.1088168621
698	0.1086522404
699	0.1085784561
700	0.1085060772
701	0.1083663263
702	0.1082735187
703	0.1081812758
704	0.1080665588
705	0.1080197786
706	0.1079396323
707	0.1078074857
708	0.1076472684
709	0.1075572968
710	0.1074678521
711	0.1072529115
712	0.1071201375
713	0.1069781906
714	0.1068684302
715	0.106793366
716	0.1066888383
717	0.106540316
718	0.1064601948
719	0.1063178464
720	0.1062061536
721	0.1060198985
722	0.1059292241
723	0.1058216095
724	0.1057993111
725	0.1057182111
726	0.1055884612
727	0.1055161577
728	0.1054404911
729	0.1053193117
730	0.1052352002
731	0.1051573126
732	0.1050976515
733	0.1049861782
734	0.1048825226
735	0.1047152344
736	0.1046026757
737	0.1045089395
738	0.104443525
739	0.1043196477
740	0.1042008651
741	0.1040648661
742	0.103973144
743	0.1037999329
744	0.1036626038
745	0.1034305535
746	0.1033651578
747	0.1032659882
748	0.103234931
749	0.103119342
750	0.1029946679
751	0.102901145
752	0.1027490591
753	0.102596559
754	0.1025537566
755	0.1024690239
756	0.1023432205
757	0.1022496474
758	0.1020665169
759	0.1019031249
760	0.101798892
761	0.1016917605
762	0.1016188358
763	0.1015726014
764	0.1014152138
765	0.1013481617
766	0.1011947268
767	0.1010541288
768	0.1009546205
769	0.1008020451
770	0.1007243144
771	0.1006209725
772	0.1004430244
773	0.1002948974
774	0.1001780033
775	0.1001349374
776	0.1000106335
777	0.09988803613
778	0.09978493891
779	0.09962170375
780	0.09946887117
781	0.0993527425
782	0.09922633673
783	0.09912956388
784	0.09904656912
785	0.09903108446
786	0.09885713301
787	0.09879587826
788	0.09869699729
789	0.09859924567
790	0.09850623733
791	0.09840236839
792	0.09831350101
793	0.09819489404
794	0.09804865561
795	0.09789508267
796	0.0977968103
797	0.0976376659
798	0.09759936835
799	0.09751570225
800	0.09745800495
801	0.09724881775
802	0.09711943802
803	0.09697068992
804	0.09687948854
805	0.09675872326
806	0.09663783249
807	0.09643163179
808	0.09639308327
809	0.09631751086
810	0.09628962216
811	0.09619191446
812	0.09617122851
813	0.0959452077
814	0.09584643339
815	0.09576275474
816	0.0956454277
817	0.0955824601
818	0.09536703009
819	0.09531949696
820	0.09521632445
821	0.09511445071
822	0.09498556037
823	0.09490990639
824	0.09485640024
825	0.09472986272
826	0.09467700908
827	0.09458317255
828	0.09448171917
829	0.09432561147
830	0.0941976748
831	0.09412866517
832	0.09397457775
833	0.09395476391
834	0.09386893323
835	0.09380379476
836	0.09373947821
837	0.09357343222
838	0.09340734231
839	0.09328076087
840	0.09320727775
841	0.09314718372
842	0.09305329072
843	0.09291793171
844	0.09286244292
845	0.09278544627
846	0.09270956642
847	0.09264226336
848	0.09253462992
849	0.09239717534
850	0.0923073731
851	0.09224313184
852	0.09215676785
853	0.09207971472
854	0.09197932795
855	0.09189973379
856	0.09180243392
857	0.09170809545
858	0.09161055715
859	0.09154696214
860	0.0914637415
861	0.09137681911
862	0.09127265529
863	0.09112289077
864	0.09106546954
865	0.09095303008
866	0.09082787915
867	0.09070808009
868	0.09061047278
869	0.09051959766
870	0.09043178433
871	0.09032078793
872	0.09024128788
873	0.09018536618
874	0.09000650205
875	0.08996157897
876	0.0898498485
877	0.08974336323
878	0.08963680267
879	0.08953258866
880	0.08938916106
881	0.08926323213
882	0.08916337239
883	0.08907914162
884	0.08897706709
885	0.08885115071
886	0.08870983751
887	0.08855069311
888	0.08845505589
889	0.08840171914
890	0.08833779787
891	0.08831237492
892	0.08822424788
893	0.08813150305
894	0.08805613141
895	0.08796566411
896	0.08785264116
897	0.08773695795
898	0.08762933706
899	0.08758086907
900	0.08746007869
901	0.08739708599
902	0.0873539887
903	0.08725230317
904	0.08713167592
905	0.08703487798
906	0.08692824841
907	0.0868514337
908	0.08673339141
909	0.08664688311
910	0.08648306445
911	0.08639653105
912	0.08633653741
913	0.08624802138
914	0.08613418905
915	0.08606842944
916	0.08595797263
917	0.08587361637
918	0.0858047134
919	0.08573335095
920	0.08562979573
921	0.08557580019
922	0.08553976762
923	0.08539244376
924	0.08534400714
925	0.08518495685
926	0.08514617619
927	0.0850768654
928	0.08495849057
929	0.08492013028
930	0.08480370672
931	0.08474307311
932	0.08469377066
933	0.08465559232
934	0.0845602939
935	0.08445195148
936	0.08438002436
937	0.08433234064
938	0.08423379848
939	0.08414471777
940	0.08399247496
941	0.08386116279
942	0.08380986515
943	0.08373836467
944	0.08368527262
945	0.08358079509
946	0.08349852813
947	0.08340469787
948	0.0833208059
949	0.08318931178
950	0.08312454977
951	0.08301721121
952	0.08298157391
953	0.08287631838
954	0.08276339581
955	0.08266856168
956	0.08257100457
957	0.08249147315
958	0.08233374671
959	0.08229356063
960	0.08215190862
961	0.08200570157
962	0.08187989185
963	0.08179127543
964	0.08170371934
965	0.08168930756
966	0.0816319428
967	0.08156250653
968	0.08145848073
969	0.08139592723
970	0.08129663844
971	0.0812016851
972	0.08113989077
973	0.0810770361
974	0.0809467529
975	0.08085866351
976	0.08078239466
977	0.08074612367
978	0.08066519938
979	0.08061367587
980	0.08049165575
981	0.08040388007
982	0.08028896859
983	0.08014606175
984	0.08010886845
985	0.08004472758
986	0.07994758455
987	0.07985451974
988	0.07977970023
989	0.07964514431
990	0.07958590357
991	0.0795139639
992	0.07943032917
993	0.07935220317
994	0.07924240514
995	0.07917012039
996	0.07906942619
997	0.07903280384
998	0.07899002025
999	0.07889907611
